Dominant_spec,Instellation,Planet_mass,T_inf,Lim_flux[1/cm^2_s],Lim_flux[kg/s],Homopause_alt[km],Exobase_alt[km],Homopause_pressure[bar],Exobase_pressure[bar],Homopause_temp[K],Exobase_temp[K]
H2O,1000_F_earth,10_M_earth,500,47788462512.03302,287159.6560827122,18106.817730392064,50520.31025467581,2.9891606381848e-08,6.9608900894796715e-15,174.72954584969773,499.99655188884657
H2O,1000_F_earth,10_M_earth,1000,67310704223.03728,591405.4589570031,18106.817730392064,85880.55563533425,2.9891606381848e-08,3.3636680851609856e-15,174.72954584969773,999.9949295768242
H2O,1000_F_earth,10_M_earth,2000,103966380329.20526,1619737.281252427,18106.817730392064,153654.25137176778,2.9891606381848e-08,3.3636680851609856e-15,174.72954584969773,1999.9887856234686
H2O,1000_F_earth,10_M_earth,3000,157879087996.79272,4039425.4216015968,18106.817730392064,230268.29533583252,2.9891606381848e-08,1.6254046309724684e-15,174.72954584969773,2999.989939508319
H2O,1000_F_earth,10_M_earth,4000,234100070204.44604,9158669.116264455,18106.817730392064,312775.77228019363,2.9891606381848e-08,7.854342781446887e-16,174.72954584969773,3999.992105355229
H2O,1000_F_earth,10_M_earth,5000,329460959927.6652,17668887.65796355,18106.817730392064,386443.0070685107,2.9891606381848e-08,7.854342781446887e-16,174.72954584969773,4999.990041541738
H2O,1000_F_earth,10_M_earth,6000,460487933408.4722,32427306.93910296,18106.817730392064,460110.24185682775,2.9891606381848e-08,7.854342781446887e-16,174.72954584969773,5999.987977728246
H2O,1000_F_earth,10_M_earth,7000,666313458847.5443,63460838.23810184,18106.817730392064,554404.565965616,2.9891606381848e-08,3.7954057317750756e-16,174.72954584969773,6999.991836026601
N2,1_F_earth,1_M_earth,200,87737058.73139238,0.8644657118716828,506.60098711650255,536.860406082698,1.1721022975334793e-11,2.8221150360464245e-13,180.0,198.77753370971828
N2,1_F_earth,1_M_earth,300,86919565.79576007,0.8600537248516515,506.60098711650255,551.4006862456245,1.1721022975334793e-11,2.8221150360464245e-13,180.0,292.6652022583098
N2,1_F_earth,1_M_earth,500,87007371.29548775,0.868238521058031,506.60098711650255,580.4812465714772,1.1721022975334793e-11,2.8221150360464245e-13,180.0,480.4405393554928
N2,1_F_earth,1_M_earth,1000,90373852.88698092,0.920970605189478,506.60098711650255,653.1826473861091,1.1721022975334793e-11,2.8221150360464245e-13,180.0,949.8788820984503
N2,1_F_earth,1_M_earth,2000,102332429.19609708,1.0868606148211803,506.60098711650255,798.5854490153729,1.1721022975334793e-11,2.8221150360464245e-13,180.0,1888.7555675843653
N2,1_F_earth,1_M_earth,3000,119293591.6677768,1.3193849411275391,506.60098711650255,943.9882506446367,1.1721022975334793e-11,2.8221150360464245e-13,180.0,2827.63225307028
N2,1_F_earth,1_M_earth,4000,141327247.03715995,1.62639053291037,506.60098711650255,1089.3910522739004,1.1721022975334793e-11,2.8221150360464245e-13,180.0,3766.508938556195
N2,1_F_earth,1_M_earth,5000,169176547.19978058,2.024174340522825,506.60098711650255,1234.7938539031643,1.1721022975334793e-11,2.8221150360464245e-13,180.0,4705.38562404211
N2,1_F_earth,1_M_earth,6000,203984194.8483622,2.535655262959718,506.60098711650255,1380.1966555324282,1.1721022975334793e-11,2.8221150360464245e-13,180.0,5644.262309528025
N2,1_F_earth,1_M_earth,7000,247268416.27442428,3.1910784504712617,506.60098711650255,1525.599457161692,1.1721022975334793e-11,2.8221150360464245e-13,180.0,6583.13899501394
