file,T_inf,weighted_mass_loss_kg_s,species,Mdot_kg_s,lambda_j,v_th_m_s,effusion_velocity_m_s,n_exo_m3,exobase_altitude_km,exobase_radius_m,T_exo_K,exobase_index,jeans_valid,escape_regime,atmosphere_type,mass_case,flux_case
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,H2O,2.7512468769928997e-73,179.15888066518286,673.2611530769005,5.327470365381581e-74,285365017960.9522,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,H,0.0003059058168932458,9.953271148065713,2856.4051611009036,0.41986336234357563,724676994.0885309,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,O,4.8043244804320336e-70,159.25233836905142,714.1012902752259,2.2209944703254983e-65,1344712.9584120205,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,C,3.2825239822857425e-53,119.43925377678858,824.5731443381216,3.7634267907333566e-48,722949.410271568,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,CH4,8.459404890913926e-64,159.25233836905142,714.1012902752259,2.2209944703254983e-65,2367756679133.1772,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,CO,2.42275308800769e-116,278.69159214584,539.8098357081699,3.936358557306669e-117,218635757688.92014,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,CO2,1.1717398441898596e-186,437.9439305148914,430.61928039119846,3.3905111850722746e-186,7812284640.75834,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,O2,9.873023233877634e-143,318.50467673810283,504.9458648076754,2.1542372921035213e-134,142.45292113206403,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,N,2.4951037187227875e-65,139.34579607292,763.4063907608861,9.188401343743398e-57,192.92358759512103,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,0.000433135917579935,NO,2.1733051397386365e-136,298.5981344419714,521.5058467030476,9.218733486886695e-126,0.7816150460362314,3504.793642292414,9816420.588492414,490.65410644397326,342,True,Jeans,H2,1_M_earth,1_F_earth
