Dominant_spec,Instellation,Planet_mass,T_inf,Lim_flux[1/cm^2_s],Lim_flux[kg/s],Homopause_alt[km],Exobase_alt[km],Homopause_pressure[bar],Exobase_pressure[bar],Homopause_temp[K],Exobase_temp[K]
H2,1000_F_earth,10_M_earth,2000,1869576399.3192143,380803.1265928451,60251.44852583345,865553.3237082561,1.955545654344e-09,2.409228506802409e-16,142.54160285231836,1999.9877854739336
H2,1000_F_earth,10_M_earth,3000,2675342261.3931475,1155824.8482978109,60251.44852583345,1314665.7135089375,1.955545654344e-09,1.2749771298492021e-16,142.54160285231836,2999.9883411492597
H2,1000_F_earth,10_M_earth,5000,5614255688.242254,6940465.6592681045,60251.44852583345,2305811.13739212,1.955545654344e-09,3.5706821895111335e-17,142.54160285231836,4999.992370053056
H2,1000_F_earth,10_M_earth,6000,7910992680.251109,13738831.721162692,60251.44852583345,2754923.062687021,1.955545654344e-09,3.5706821895111335e-17,142.54160285231836,5999.99079928367
H2,1000_F_earth,10_M_earth,7000,11570509469.35585,28648309.89754407,60251.44852583345,3312442.495409059,1.955545654344e-09,1.889624880634024e-17,142.54160285231836,6999.99331665453
H2O,1_F_earth,1_M_earth,200,7118870956.443389,1459.9588876855291,22376.114987365167,24913.42589856922,3.981246387643e-09,2.754277042898826e-14,126.8018043700962,199.99012603006315
H2O,1_F_earth,1_M_earth,300,8132738356.493092,1806.1615253201976,22376.114987365167,26182.01521737594,3.981246387643e-09,2.754277042898826e-14,126.8018043700962,299.9766366675838
H2O,1_F_earth,1_M_earth,500,9929788822.456482,2563.0872153021182,22376.114987365167,28719.193854989375,3.981246387643e-09,2.754277042898826e-14,126.8018043700962,499.94965794262515
H2O,1_F_earth,1_M_earth,1000,15159808747.983604,5636.1052397728445,22376.114987365167,35730.20038397981,3.981246387643e-09,1.4234437844797687e-14,126.8018043700962,999.9282034165459
H2O,1_F_earth,1_M_earth,2000,29148246630.289818,19732.687550898216,22376.114987365167,50420.11922471559,3.981246387643e-09,7.356530138455399e-15,126.8018043700962,1999.9061197574533
H2O,1_F_earth,1_M_earth,3000,50706325264.145645,53392.69133369799,22376.114987365167,64442.09418475895,3.981246387643e-09,7.356530138455399e-15,126.8018043700962,2999.856002133613
H2O,1_F_earth,1_M_earth,5000,160193762061.63495,374865.5121804417,22376.114987365167,99164.61707826218,3.981246387643e-09,1.9648907802333515e-15,126.8018043700962,4999.909258993085
H2O,1_F_earth,1_M_earth,6000,269147279787.40344,826586.4937023425,22376.114987365167,114522.31307590014,3.981246387643e-09,1.9648907802333515e-15,126.8018043700962,5999.890638571081
H2O,1_F_earth,1_M_earth,7000,450436685606.9713,1757336.6161764879,22376.114987365167,129880.00907353811,3.981246387643e-09,1.9648907802333515e-15,126.8018043700962,6999.872018149076
H2O,1_F_earth,10_M_earth,200,471366936.60676384,2032.3336921325954,18720.78048320904,24671.436833816257,7.370587367087e-09,1.784092781702531e-14,169.702981244422,199.99814075595563
H2O,1_F_earth,10_M_earth,300,559938889.5359498,2530.98926497084,18720.78048320904,28093.02653535416,7.370587367087e-09,9.033042068396804e-15,169.702981244422,299.99520063887064
H2O,1_F_earth,10_M_earth,500,667903837.2681737,3281.838624885707,18720.78048320904,34341.11242781426,7.370587367087e-09,9.033042068396804e-15,169.702981244422,499.98783383773406
H2O,1_F_earth,10_M_earth,1000,903094623.0766474,5390.837980580974,18720.78048320904,49961.327158964494,7.370587367087e-09,9.033042068396804e-15,169.702981244422,999.9694168348924
H2O,1_F_earth,10_M_earth,2000,1413616520.6281095,11858.164904061729,18720.78048320904,81201.75662126497,7.370587367087e-09,9.033042068396804e-15,169.702981244422,1999.9325828292094
H2O,1_F_earth,10_M_earth,3000,2188339449.0829,25507.69353329136,18720.78048320904,116905.92889123346,7.370587367087e-09,4.5735204943523635e-15,169.702981244422,2999.9374260728505
H2O,1_F_earth,10_M_earth,5000,4733629675.292717,94638.43545262488,18720.78048320904,189801.78874638642,7.370587367087e-09,2.315619649934118e-15,169.702981244422,4999.935901527153
H2O,1_F_earth,10_M_earth,6000,6726630290.573511,165991.29954138046,18720.78048320904,224017.98114903967,7.370587367087e-09,2.315619649934118e-15,169.702981244422,5999.92263143784
H2O,1_F_earth,10_M_earth,7000,9516566960.707333,284099.9900455957,18720.78048320904,258234.17355169283,7.370587367087e-09,2.315619649934118e-15,169.702981244422,6999.909361348527
H2O,1000_F_earth,1_M_earth,200,179005448348.79224,2301.579312972289,1439.12222,1506.6817949387532,1e-10,4.641588833612773e-13,664.207,208.25489750095937
H2O,1000_F_earth,1_M_earth,300,194366563432.90036,2519.894692418361,1439.12222,1539.1640674424902,1e-10,4.641588833612773e-13,664.207,306.47661809092045
H2O,1000_F_earth,1_M_earth,500,219474875915.98773,2892.700326538578,1439.12222,1604.1286124499645,1e-10,4.641588833612773e-13,664.207,502.9200592708426
H2O,1000_F_earth,1_M_earth,1000,265917810484.56512,3650.1159956375413,1439.12222,1766.5399749686505,1e-10,4.641588833612773e-13,664.207,994.028662220648
H2O,1000_F_earth,1_M_earth,2000,334609665684.08093,4969.803159491445,1439.12222,2091.362700006023,1e-10,4.641588833612773e-13,664.207,1976.2458681202588
H2O,1000_F_earth,1_M_earth,3000,427198608841.97174,6990.259710311492,1439.12222,2508.311145475329,1e-10,2.7122725793320297e-13,664.207,2972.239048166682
H2O,1000_F_earth,1_M_earth,5000,544882698434.8567,10412.479831072023,1439.12222,3219.84240066217,1e-10,2.7122725793320297e-13,664.207,4948.469003617942
