file,T_inf,atmosphere_type,mass_case,flux_case,weighted_mass_loss_kg_s,M_total_kg_s,dominant_escaping_species,dominant_lambda_j,dominant_species_Mdot_kg_s,jeans_valid,T_exo_K,exobase_altitude_km,exobase_radius_m,exobase_index,unphysical_extension
N2_atmosphere_1_M_earth_1_F_earth.csv,6000,N2,1_M_earth,1_F_earth,32.05079530426268,411.61491014096134,H,1.1381832795016817,411.56130359582784,False,5699.81470623524,1082.2858457070618,7389624.047607061,295.0,False
N2_atmosphere_1_M_earth_1_F_earth.csv,7000,N2,1_M_earth,1_F_earth,32.75058061926484,415.7933513825942,H,0.9609487263524449,415.2893475432016,False,6656.647412976178,1187.107428027803,7494445.629927803,297.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,200,N2,1_M_earth,1000_F_earth,2.112974625602182e-13,3.465323664473744e-10,H,28.334201576807565,3.465323664473744e-10,True,225.97554283006735,1179.9209471099823,7487259.149009982,295.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,300,N2,1_M_earth,1000_F_earth,5.67670838960096e-10,9.309923403928509e-07,H,19.92826296370632,9.309923403928509e-07,True,320.81776625093363,1191.041472846401,7498379.674746401,295.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,500,N2,1_M_earth,1000_F_earth,4.975590705837094e-07,0.0008160075378453275,H,12.486593294123917,0.0008160075378453275,True,510.50221309266624,1213.2825243192399,7520620.72621924,295.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,1000,N2,1_M_earth,1000_F_earth,8.457739700662012e-05,0.1387087434820016,H,6.424124328274242,0.1387087434820016,True,984.8971944871823,1269.5424246819018,7576880.626581902,296.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,2000,N2,1_M_earth,1000_F_earth,0.000842661577402123,1.3819830440563443,H,3.2203117999165025,1.3819830440562804,True,1935.519348318605,1383.9634081642553,7691301.610064255,298.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,3000,N2,1_M_earth,1000_F_earth,0.0015236675137397424,2.4986007555585203,H,2.125528025245209,2.4986006040838515,True,2888.51146834626,1500.9233258838626,7808261.527783862,300.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,4000,N2,1_M_earth,1000_F_earth,0.0021077512675139244,3.0923340393905847,H,1.5732039685798922,3.0921110582384004,True,3843.788449517153,1620.4268718692344,7927765.073769234,302.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,5000,N2,1_M_earth,1000_F_earth,0.018772199898191858,3.3710862791446705,H,1.2403759787019042,3.354326570683687,False,4801.267901668192,1742.4785904072382,8049816.792307238,304.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,6000,N2,1_M_earth,1000_F_earth,0.2876313123811131,3.7776377893974695,H,1.018999542275517,3.491671554979936,False,5757.958857246322,1863.2389733359869,8170577.175235987,305.0,False
N2_atmosphere_1_M_earth_1000_F_earth.csv,7000,N2,1_M_earth,1000_F_earth,2.0923207149644614,5.57896475767645,H,0.8599148884694303,3.4857005788135553,False,6719.139628793972,1989.7584329285053,8297096.634828505,307.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,200,N2,10_M_earth,1_F_earth,0.006892285701577546,0.02425254576010763,H,18.237287146439236,0.02425254576010763,True,199.84276898486473,13035.998839155018,131536598.83915502,535.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,300,N2,10_M_earth,1_F_earth,1.8398650761699133,6.4741094441313605,H,12.0607687802889,6.4741094441313605,True,299.6248919960658,14160.135466857404,132660735.4668574,536.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,500,N2,10_M_earth,1_F_earth,124.28123741969614,437.3202923021733,H,7.1174124735216635,437.3202923021733,True,499.2054343156076,16424.840078843266,134925440.07884327,538.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,1000,N2,10_M_earth,1_F_earth,1939.7732443015855,6825.665883364185,H,3.413621604657925,6825.665883364185,True,998.2471843728187,22182.461382413985,140683061.38241398,543.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,2000,N2,10_M_earth,1_F_earth,5012.641754125836,17638.459914483905,H,1.573281159946391,17638.45802825584,True,1996.678652079354,34108.61771793982,152609217.71793982,553.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,3000,N2,10_M_earth,1_F_earth,5761.556413311716,20267.264441549665,H,0.9699433519231969,20262.686854794985,False,2995.4481834296785,46500.59923475364,165001199.23475364,562.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,4000,N2,10_M_earth,1_F_earth,5814.51551306759,20210.018087728753,H,0.6746643135042948,20032.147333262197,False,3994.5188695680663,59385.931451660545,177886531.45166054,571.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,5000,N2,10_M_earth,1_F_earth,6329.514817992243,20357.8232537091,H,0.5019083092199649,18987.998387137,False,4993.840371490916,72764.72430671942,191265324.30671942,580.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,6000,N2,10_M_earth,1_F_earth,8410.969103114277,22861.849336651532,H,0.3902413113434399,18018.285679702083,False,5993.285825003601,86472.58539605826,204973185.39605826,588.0,False
N2_atmosphere_10_M_earth_1_F_earth.csv,7000,N2,10_M_earth,1_F_earth,12321.399697606244,28059.516796151765,H,0.3128648060755648,17010.04225364911,False,6992.8937077806095,100619.21033248896,219119810.33248895,596.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,200,N2,10_M_earth,1000_F_earth,2.200252201034933e-07,0.0001405848756866287,H,18.315564321816264,0.0001405848756866287,True,199.79672388422748,12504.021220214456,131004621.22021446,517.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,300,N2,10_M_earth,1000_F_earth,5.921297801914547e-05,0.037834068067020096,H,12.129586995052298,0.037834068067020096,True,299.5236111745236,13452.07717041506,131952677.17041506,518.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,500,N2,10_M_earth,1000_F_earth,0.004025212424045045,2.571905111516176,H,7.1768719040562425,2.571905111516176,True,498.9978162148002,15362.674077535048,133863274.07753505,520.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,1000,N2,10_M_earth,1000_F_earth,0.0639196834778696,40.84141241369488,H,3.4640849251245633,40.841412413694854,True,997.7687911823833,20199.51989380765,138700119.89380765,524.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,2000,N2,10_M_earth,1000_F_earth,0.17067828537535312,107.9386279505709,H,1.615852847237296,107.93687198938521,True,1995.670382561734,30163.005988580764,148663605.98858076,532.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,3000,N2,10_M_earth,1000_F_earth,4.7954314397460855,128.97725201179722,H,1.0069551530759224,124.36502504272647,False,2993.9937912971313,40512.99585747376,159013595.85747376,540.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,4000,N2,10_M_earth,1000_F_earth,190.41551994659022,313.8639539892263,N,9.902589321530716,190.58739203661102,True,3992.6775239500653,51249.60795689979,169750207.9568998,548.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,5000,N2,10_M_earth,1000_F_earth,1560.292334040102,1682.4222328244282,N,7.438784402620656,1563.0974191140253,True,4991.562624765551,62252.11213375777,180752712.13375777,555.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,6000,N2,10_M_earth,1000_F_earth,5708.451631688501,5832.279795087295,N,5.827703682092431,5719.221384483123,True,5990.803715435441,73738.07597293878,192238675.97293878,563.0,False
N2_atmosphere_10_M_earth_1000_F_earth.csv,7000,N2,10_M_earth,1000_F_earth,13549.428102784366,13684.75546989305,N,4.707928387604763,13575.239905341687,True,6990.144082360803,85441.7140103671,203942314.0103671,570.0,False
