file,T_inf,atmosphere_type,mass_case,flux_case,weighted_mass_loss_kg_s,M_total_kg_s,dominant_escaping_species,dominant_lambda_j,dominant_species_Mdot_kg_s,jeans_valid,T_exo_K,exobase_altitude_km,exobase_radius_m,exobase_index,unphysical_extension,profile_top_height_km,extension_height_km
H2_atmosphere_10_M_earth_1_F_earth.csv,500,H2,10_M_earth,1_F_earth,2433.430255312352,2546.6128402284244,H2,5.008707094107084,2451.423881167862,True,499.9196272985365,264411.0708594644,382911670.8594644,720.0,False,71215.2095932143,193195.8612662501
H2_atmosphere_10_M_earth_1_F_earth.csv,1000,H2,10_M_earth,1_F_earth,22781.67806388758,23147.173944030023,H2,1.589385653027979,22955.51657275287,True,999.9030928369816,484804.8192528238,603305419.2528238,774.0,False,71215.2095932143,413589.6096596095
H2_atmosphere_10_M_earth_1_F_earth.csv,2000,H2,10_M_earth,1_F_earth,28267.66673788793,28647.40873032954,H2,0.4355080974951651,28483.9388583322,False,1999.915273348856,982320.1192783671,1100820719.2783673,846.0,False,71215.2095932143,911104.9096851528
H2_atmosphere_10_M_earth_1_F_earth.csv,3000,H2,10_M_earth,1_F_earth,24412.650608271804,24734.98840827063,H2,0.1944400159926522,24599.472076024635,False,2999.9287101180867,1525219.4176029975,1643720017.6029975,894.0,False,71215.2095932143,1454004.2080097832
H2_atmosphere_10_M_earth_1_F_earth.csv,4000,H2,10_M_earth,1_F_earth,21298.831196342733,21579.087936880685,H2,0.1081259096391114,21461.83119394745,False,3999.93877187534,2098374.9264494707,2216875526.4494705,930.0,False,71215.2095932143,2027159.7168562564
H2_atmosphere_10_M_earth_1_F_earth.csv,5000,H2,10_M_earth,1_F_earth,,,,,,False,,,,,True,71215.2095932143,
H2_atmosphere_10_M_earth_1_F_earth.csv,6000,H2,10_M_earth,1_F_earth,,,,,,False,,,,,True,71215.2095932143,
H2_atmosphere_10_M_earth_1_F_earth.csv,7000,H2,10_M_earth,1_F_earth,,,,,,False,,,,,True,71215.2095932143,
H2_atmosphere_10_M_earth_1000_F_earth.csv,200,H2,10_M_earth,1000_F_earth,50.76441519574366,87.16704332532748,H,8.31467337844168,87.12610310826348,True,199.9788339038749,169813.0508950321,288313650.8950321,689.0,False,66420.34197640618,103392.70891862591
H2_atmosphere_10_M_earth_1000_F_earth.csv,300,H2,10_M_earth,1000_F_earth,956.8679824899835,1650.592550642894,H,4.693249294302655,1623.1039234528796,True,299.9582052668366,222033.07161768957,340533671.61768955,709.0,False,66420.34197640618,155612.7296412834
H2_atmosphere_10_M_earth_1000_F_earth.csv,500,H2,10_M_earth,1000_F_earth,6036.2126416958745,10886.860092078668,H,2.1189053741489965,9037.869196458158,True,499.9396577331614,334048.0564755326,452548656.4755326,743.0,False,66420.34197640618,267627.7144991264
H2_atmosphere_10_M_earth_1000_F_earth.csv,1000,H2,10_M_earth,1000_F_earth,13376.163744797272,26135.65143696077,H,0.6280900627796974,14937.486644348472,False,999.9343129064114,644809.5494145417,763310149.4145417,805.0,False,66420.34197640618,578389.2074381355
H2_atmosphere_10_M_earth_1000_F_earth.csv,2000,H2,10_M_earth,1000_F_earth,11891.22589065303,23746.43415625085,H,0.1637365828770597,11982.4172366726,False,1999.946776578321,1345462.9716403598,1463963571.64036,883.0,False,66420.34197640618,1279042.6296639536
H2_atmosphere_10_M_earth_1000_F_earth.csv,3000,H2,10_M_earth,1000_F_earth,9915.619814071371,19842.26714657572,H2,0.1436265722309251,9954.566086369325,False,2999.9563394234174,2106728.3253684803,2225228925.36848,933.0,False,66420.34197640618,2040307.983392074
H2_atmosphere_10_M_earth_1000_F_earth.csv,4000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,66420.34197640618,
H2_atmosphere_10_M_earth_1000_F_earth.csv,5000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,66420.34197640618,
H2_atmosphere_10_M_earth_1000_F_earth.csv,6000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,66420.34197640618,
H2_atmosphere_10_M_earth_1000_F_earth.csv,7000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,66420.34197640618,
H2O_atmosphere_1_M_earth_1_F_earth.csv,200,H2O,1_M_earth,1_F_earth,11.972734694153573,47.19739005935308,H,7.519293773754879,47.12536912755875,True,199.55931316231897,25636.09822345991,31948123.59685991,456.0,False,23188.537913281267,2447.5603101786437
H2O_atmosphere_1_M_earth_1_F_earth.csv,300,H2O,1_M_earth,1_F_earth,97.45685778257966,383.7485059034284,H,4.849733921409723,375.69694126371263,True,299.0207462646724,26745.86813343671,33057893.50683671,461.0,False,23188.537913281267,3557.3302201554434
H2O_atmosphere_1_M_earth_1_F_earth.csv,500,H2O,1_M_earth,1_F_earth,471.665149926996,1843.954119541716,H,2.7246813239317547,1576.190506172217,True,498.0675734614865,29013.64614171768,35325671.515117675,468.0,False,23188.537913281267,5825.108228436413
H2O_atmosphere_1_M_earth_1_F_earth.csv,1000,H2O,1_M_earth,1_F_earth,1361.9521233833125,5241.8711933561735,H,1.160071559397709,3045.916555849683,False,996.4830432276336,35158.51712665257,41470542.50005257,488.0,False,23188.537913281267,11969.979213371305
H2O_atmosphere_1_M_earth_1_F_earth.csv,2000,H2O,1_M_earth,1_F_earth,1804.258653459029,6816.361510849439,H2,0.8688887303701088,3753.046435149433,False,1995.0778784784632,48997.558023704005,55309583.39710401,522.0,False,23188.537913281267,25809.020110422738
H2O_atmosphere_1_M_earth_1_F_earth.csv,3000,H2O,1_M_earth,1_F_earth,2471.640690889487,7955.38706928014,H2,0.4511793827896571,3596.785638473504,False,2994.820707412466,64646.45916668087,70958484.54008088,552.0,False,23188.537913281267,41457.9212533996
H2O_atmosphere_1_M_earth_1_F_earth.csv,4000,H2O,1_M_earth,1_F_earth,4011.634199670963,10933.756294554742,H2O,2.457340190621459,5364.4690378306,True,3994.899789090096,81589.36426412997,87901389.63752997,577.0,False,23188.537913281267,58400.8263508487
H2O_atmosphere_1_M_earth_1_F_earth.csv,5000,H2O,1_M_earth,1_F_earth,5257.233173918378,13302.793866657785,H2O,1.62757577544962,8291.505993195295,True,4995.193189935841,99826.5875466644,106138612.9200644,600.0,False,23188.537913281267,76638.04963338314
H2O_atmosphere_1_M_earth_1_F_earth.csv,6000,H2O,1_M_earth,1_F_earth,6015.48252406181,14736.378355503266,H2O,1.1506147445185262,10083.90187432722,False,5995.4368594335165,118776.11776465947,125088143.13805948,619.0,False,23188.537913281267,95587.5798513782
H2O_atmosphere_1_M_earth_1_F_earth.csv,7000,H2O,1_M_earth,1_F_earth,,,,,,False,,,,,True,23188.537913281267,
H2O_atmosphere_1_M_earth_1000_F_earth.csv,200,H2O,1_M_earth,1000_F_earth,2.629366186236301e-07,4.613765649856884e-06,H,23.705638810480004,4.613765649734122e-06,True,258.8206749954309,1501.7111561369366,7813469.240536937,221.0,False,1439.12222,62.58893613693658
H2O_atmosphere_1_M_earth_1000_F_earth.csv,300,H2O,1_M_earth,1000_F_earth,6.969431424024701e-05,0.0012229305963196,H,17.704368469342192,0.0012229305832627,True,346.1494582762882,1510.8295895813387,7822587.673981339,221.0,False,1439.12222,71.70736958133875
H2O_atmosphere_1_M_earth_1000_F_earth.csv,500,H2O,1_M_earth,1000_F_earth,0.0148374323506532,0.2603542355196388,H,11.744586425932376,0.2603531721386647,True,520.5571691364769,1529.547429105443,7841305.513505443,222.0,False,1439.12222,90.42520910544295
H2O_atmosphere_1_M_earth_1000_F_earth.csv,1000,H2O,1_M_earth,1000_F_earth,1.4119614273917829,24.79338511976194,H,6.344799049900841,24.77166103883073,True,957.9618804567104,1575.543291282869,7887301.375682869,222.0,False,1439.12222,136.42107128286898
H2O_atmosphere_1_M_earth_1000_F_earth.csv,2000,H2O,1_M_earth,1000_F_earth,12.772639300158216,227.37941999750305,H,3.269583541832193,223.36086819902408,True,1836.763432999791,1670.9247069707726,7982682.791370773,224.0,False,1439.12222,231.80248697077263
H2O_atmosphere_1_M_earth_1000_F_earth.csv,3000,H2O,1_M_earth,1000_F_earth,23.52633119775961,429.6871711774036,H,2.183231736687984,408.8743473093517,True,2717.989053974931,1767.044506078873,8078802.590478873,225.0,False,1439.12222,327.92228607887296
H2O_atmosphere_1_M_earth_1000_F_earth.csv,4000,H2O,1_M_earth,1000_F_earth,29.407760521389307,551.1859728282059,H,1.624864929281474,507.7986570684485,True,3606.8689440895087,1868.121448651064,8179879.533051064,227.0,False,1439.12222,428.99922865106396
H2O_atmosphere_1_M_earth_1000_F_earth.csv,5000,H2O,1_M_earth,1000_F_earth,32.607127688108214,624.581980705715,H,1.287999369312529,559.9017302914091,False,4495.152600844637,1968.3202455042156,8280078.329904215,228.0,False,1439.12222,529.1980255042156
H2O_atmosphere_1_M_earth_1000_F_earth.csv,6000,H2O,1_M_earth,1000_F_earth,33.60704969039011,655.1227687906347,H,1.0597878202797175,574.3368374118387,False,5393.546923839927,2075.135832973415,8386893.917373415,230.0,False,1439.12222,636.0136129734149
H2O_atmosphere_1_M_earth_1000_F_earth.csv,7000,H2O,1_M_earth,1000_F_earth,34.17793135200079,674.8690784501176,H,0.8977924297655936,581.2315292924417,False,6288.536648925166,2179.440540163815,8491198.624563815,231.0,False,1439.12222,740.3183201638151
H2O_atmosphere_10_M_earth_1_F_earth.csv,200,H2O,10_M_earth,1_F_earth,0.0001013248306423,0.0072269464297811,H,16.960869281235794,0.0072269418296648,True,199.7554786965869,22996.56180530274,141497161.80530274,466.0,False,19786.835017966972,3209.726787335767
H2O_atmosphere_10_M_earth_1_F_earth.csv,300,H2O,10_M_earth,1_F_earth,0.0177025679947792,1.2615447326586149,H,11.213624784249124,1.261296570094117,True,299.23420059809666,24368.16346986729,142868763.4698673,467.0,False,19786.835017966972,4581.328451900317
H2O_atmosphere_10_M_earth_1_F_earth.csv,500,H2O,10_M_earth,1_F_earth,0.947757172110305,62.44993606472743,H,6.6068654787409375,61.27366163073687,True,498.23055726018697,27135.389543127745,145635989.54312775,469.0,False,19786.835017966972,7348.554525160773
H2O_atmosphere_10_M_earth_1_F_earth.csv,1000,H2O,10_M_earth,1_F_earth,42.60210975929227,1171.6571143236813,H,3.151402125508937,745.1291274302108,True,995.9880208470244,34233.70628365764,152734306.28365764,475.0,False,19786.835017966972,14446.871265690665
H2O_atmosphere_10_M_earth_1_F_earth.csv,2000,H2O,10_M_earth,1_F_earth,397.1188021772562,6668.299899551364,H2,2.8717830612544644,4947.663232980829,True,1992.3757886683768,49071.47438764572,167572074.38764572,486.0,False,19786.835017966972,29284.63936967875
H2O_atmosphere_10_M_earth_1_F_earth.csv,3000,H2O,10_M_earth,1_F_earth,698.9979013206244,10812.393665402506,H2,1.7508468935327164,8896.563778563588,True,2989.6333399205,64671.123989984575,183171723.98998457,496.0,False,19786.835017966972,44884.2889720176
H2O_atmosphere_10_M_earth_1_F_earth.csv,4000,H2O,10_M_earth,1_F_earth,942.792002005101,12522.331895930016,H2,1.203756103331743,10547.149636214885,False,3987.798850297399,81233.7612479606,199734361.2479606,507.0,False,19786.835017966972,61446.92622999363
H2O_atmosphere_10_M_earth_1_F_earth.csv,5000,H2O,10_M_earth,1_F_earth,2297.006461345657,14393.183419425295,H2,0.8861654690758463,11069.883637708344,False,4986.44127808034,98479.04731122058,216979647.3112206,517.0,False,19786.835017966972,78692.2122932536
H2O_atmosphere_10_M_earth_1_F_earth.csv,6000,H2O,10_M_earth,1_F_earth,7450.843621156991,20044.914105161748,H2,0.6822714208326892,11127.666277196233,False,5985.391893240218,116286.78568932904,234787385.68932903,526.0,False,19786.835017966972,96499.95067136208
H2O_atmosphere_10_M_earth_1_F_earth.csv,7000,H2O,10_M_earth,1_F_earth,18622.356890480085,32057.05071379692,H2O,4.876983750380799,19603.74419398201,True,6984.721805533483,134817.7313294362,253318331.3294362,535.0,False,19786.835017966972,115030.89631146923
H2O_atmosphere_10_M_earth_1000_F_earth.csv,200,H2O,10_M_earth,1000_F_earth,34.33390865906322,34.78205459316571,H,9.834275272654171,34.78198953460275,True,199.9808647890673,125260.12487605184,243760724.87605184,673.0,False,31612.187655693386,93647.93722035845
H2O_atmosphere_10_M_earth_1000_F_earth.csv,300,H2O,10_M_earth,1000_F_earth,1288.466494607036,1305.4603123346778,H,5.496874715901612,1305.279552043493,True,299.95435366967314,172251.946266786,290752546.266786,694.0,False,31612.187655693386,140639.7586110926
H2O_atmosphere_10_M_earth_1000_F_earth.csv,500,H2O,10_M_earth,1000_F_earth,11161.09524711954,11337.029198419368,H,2.4452118397746463,11306.35856659675,True,499.93151158038825,273663.2281505847,392163828.1505847,730.0,False,31612.187655693386,242051.0404948913
H2O_atmosphere_10_M_earth_1000_F_earth.csv,1000,H2O,10_M_earth,1000_F_earth,22223.5246270738,22796.403186770945,H,0.7101666872545078,22509.84966981109,False,999.9260225873812,556596.6953430639,675097295.343064,795.0,False,31612.187655693386,524984.5076873705
H2O_atmosphere_10_M_earth_1000_F_earth.csv,2000,H2O,10_M_earth,1000_F_earth,18350.34218388269,18914.47605731202,H,0.1823568853863635,18585.59462746313,False,1999.940810600079,1195983.1654125273,1314483765.412527,875.0,False,31612.187655693386,1164370.977756834
H2O_atmosphere_10_M_earth_1000_F_earth.csv,3000,H2O,10_M_earth,1000_F_earth,15347.448861733948,15830.320588775909,H,0.0795805839773698,15544.094407792654,False,2999.9512398975808,1889543.3669508875,2008043966.9508877,925.0,False,31612.187655693386,1857931.179295194
H2O_atmosphere_10_M_earth_1000_F_earth.csv,4000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,31612.187655693386,
H2O_atmosphere_10_M_earth_1000_F_earth.csv,5000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,31612.187655693386,
H2O_atmosphere_10_M_earth_1000_F_earth.csv,6000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,31612.187655693386,
H2O_atmosphere_10_M_earth_1000_F_earth.csv,7000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,31612.187655693386,
CO2_atmosphere_1_M_earth_1_F_earth.csv,200,CO2,1_M_earth,1_F_earth,6.219822071456687e-19,1.540143277778893e-14,H,36.95988583603254,1.5401432777787835e-14,True,195.6461560616075,320.1776430757549,6629686.445875755,176.0,False,311.842274,8.335369075754897
CO2_atmosphere_1_M_earth_1_F_earth.csv,300,CO2,1_M_earth,1_F_earth,1.472390909188964e-14,3.645910031758166e-10,H,26.39407114344553,3.6459100217150047e-10,True,273.87693636964514,322.3166199962497,6631825.422796249,176.0,False,311.842274,10.474345996249724
CO2_atmosphere_1_M_earth_1_F_earth.csv,500,CO2,1_M_earth,1_F_earth,1.1655972750716422e-10,2.85193902388903e-06,H,16.753942239022688,2.851819505459256e-06,True,431.1763620665636,326.7447610558104,6636253.56385581,177.0,False,311.842274,14.902487055810411
CO2_atmosphere_1_M_earth_1_F_earth.csv,1000,CO2,1_M_earth,1_F_earth,4.922480303352656e-06,0.0037943269569497,H,8.756419614595496,0.0033827747840199,True,823.6394277955692,337.5762529976731,6647085.055797673,177.0,False,311.842274,25.733978997673148
CO2_atmosphere_1_M_earth_1_F_earth.csv,2000,CO2,1_M_earth,1_F_earth,0.0098046736751509,0.9421848960254584,H2,8.93803086560692,0.8427902324604415,True,1608.5655592535802,359.2392368813995,6668748.039681399,177.0,False,311.842274,47.39696288139953
CO2_atmosphere_1_M_earth_1_F_earth.csv,3000,CO2,1_M_earth,1_F_earth,0.1085806934077116,9.595475417620648,H2,5.968487975664077,9.33630285476544,True,2400.786568249474,381.7380035832701,6691246.80638327,178.0,False,311.842274,69.89572958327011
CO2_atmosphere_1_M_earth_1_F_earth.csv,4000,CO2,1_M_earth,1_F_earth,0.3305254276008354,28.80913469493985,H2,4.479579659395763,28.421598314696237,True,3188.299535713826,403.6751095580533,6713183.912358053,178.0,False,311.842274,91.83283555805332
CO2_atmosphere_1_M_earth_1_F_earth.csv,5000,CO2,1_M_earth,1_F_earth,0.611929357552385,53.09172044617824,H2,3.5805820177328456,52.62013507325913,True,3975.8125031781783,425.6122155328374,6735121.018332837,178.0,False,311.842274,113.76994153283744
CO2_atmosphere_1_M_earth_1_F_earth.csv,6000,CO2,1_M_earth,1_F_earth,0.8835042558864048,76.4889025730369,H2,2.9689034256791493,75.97358139082452,True,4778.199775095945,449.2126882186318,6758721.491018632,179.0,False,311.842274,137.37041421863182
CO2_atmosphere_1_M_earth_1_F_earth.csv,7000,CO2,1_M_earth,1_F_earth,1.1288801842876293,97.61828235698682,H2,2.539307330579723,97.07413068444474,True,5568.2684649749735,471.424812782702,6780933.615582702,179.0,False,311.842274,159.58253878270204
CO2_atmosphere_1_M_earth_1000_F_earth.csv,200,CO2,1_M_earth,1000_F_earth,1.1864880933831086e-09,5.47912376210372e-07,H,22.85849746169746,5.479123761081636e-07,True,289.8187355112853,926.861658873872,7236370.461673872,189.0,False,901.7878370000001,25.073821873871907
CO2_atmosphere_1_M_earth_1000_F_earth.csv,300,CO2,1_M_earth,1000_F_earth,1.2539324302900018e-07,5.7905773312058766e-05,H,17.83888227958395,5.790577168649347e-05,True,371.2166773865356,929.8451422521044,7239353.945052104,189.0,False,901.7878370000001,28.057305252104356
CO2_atmosphere_1_M_earth_1000_F_earth.csv,500,CO2,1_M_earth,1000_F_earth,1.7298473954639227e-05,0.0079883433520847,H,12.390414367227407,0.0079882918136567,True,534.0125611370362,935.8121090085692,7245320.911808569,189.0,False,901.7878370000001,34.02427200856914
CO2_atmosphere_1_M_earth_1000_F_earth.csv,1000,CO2,1_M_earth,1000_F_earth,0.0016902798887734,0.7810146484337198,H,7.017030766425232,0.7799579788301492,True,941.0022705132876,950.7295258997316,7260238.328699731,189.0,False,901.7878370000001,48.9416888997315
CO2_atmosphere_1_M_earth_1000_F_earth.csv,2000,CO2,1_M_earth,1000_F_earth,0.0195782711202883,9.171708639445432,H,3.74040219755931,8.868123484882908,True,1757.928542832536,981.2949459852334,7290803.748785233,190.0,False,901.7878370000001,79.50710898523334
CO2_atmosphere_1_M_earth_1000_F_earth.csv,3000,CO2,1_M_earth,1000_F_earth,0.0420322724589675,20.265315024418083,H,2.5438576317460795,18.277506052952884,True,2574.145245042323,1011.468814607272,7320977.617407272,190.0,False,901.7878370000001,109.68097760727187
CO2_atmosphere_1_M_earth_1000_F_earth.csv,4000,CO2,1_M_earth,1000_F_earth,0.0584852435748235,29.05658936934636,H,1.918986348570166,24.29450393747093,True,3397.6941097536824,1043.054407541288,7352563.210341288,191.0,False,901.7878370000001,141.26657054128782
CO2_atmosphere_1_M_earth_1000_F_earth.csv,5000,CO2,1_M_earth,1000_F_earth,0.0701000746976365,35.70825677146809,H,1.5400841227777826,27.95194801131733,True,4216.121187445116,1073.5682359907246,7383077.038790724,191.0,False,901.7878370000001,171.7803989907245
CO2_atmosphere_1_M_earth_1000_F_earth.csv,6000,CO2,1_M_earth,1000_F_earth,0.0766324456544102,39.82528249347529,H,1.2810984776328902,29.51083576121275,False,5046.15982543128,1106.1785675588585,7415687.370358858,192.0,False,901.7878370000001,204.39073055885842
CO2_atmosphere_1_M_earth_1000_F_earth.csv,7000,CO2,1_M_earth,1000_F_earth,0.0814477570242363,42.98586896555087,H,1.0973398927657474,30.492922164884963,False,5866.77069425296,1137.033269698482,7446542.072498482,192.0,False,901.7878370000001,235.24543269848186
CO2_atmosphere_10_M_earth_1_F_earth.csv,200,CO2,10_M_earth,1_F_earth,1.964249306687015e-08,5.352394345131448e-05,H,18.802856076908565,5.352392085586619e-05,True,199.5778048308624,9248.799115211516,127749399.11521152,426.0,False,8282.851088453466,965.9480267580493
CO2_atmosphere_10_M_earth_1_F_earth.csv,300,CO2,10_M_earth,1_F_earth,5.822893566249703e-06,0.0157915896012574,H,12.522420223749249,0.0157880731520932,True,298.7227220592771,9655.238857022136,128155838.85702214,427.0,False,8282.851088453466,1372.3877685686693
CO2_atmosphere_10_M_earth_1_F_earth.csv,500,CO2,10_M_earth,1_F_earth,0.0007762569975451,1.2447548214390227,H,7.479465235438861,1.2041523725457142,True,497.00199988621887,10462.731931320264,128963331.93132026,427.0,False,8282.851088453466,2179.880842866798
CO2_atmosphere_10_M_earth_1_F_earth.csv,1000,CO2,10_M_earth,1_F_earth,0.2521180954140082,50.559271892724695,H2,7.3710067427942,29.685786946558785,True,992.8815788883294,12508.258723328903,131008858.7233289,429.0,False,8282.851088453466,4225.407634875437
CO2_atmosphere_10_M_earth_1_F_earth.csv,2000,CO2,10_M_earth,1_F_earth,4.21717920189085,567.8958264292855,H2,3.5726949710243634,509.51202185599215,True,1985.2528673924835,16679.621712414562,135180221.71241456,433.0,False,8282.851088453466,8396.770623961096
CO2_atmosphere_10_M_earth_1_F_earth.csv,3000,CO2,10_M_earth,1_F_earth,8.758974134534343,1129.5849307250617,H2,2.308328831837529,1060.5715093627225,True,2978.3901098608794,20958.117775289,139458717.775289,437.0,False,8282.851088453466,12675.266686835534
CO2_atmosphere_10_M_earth_1_F_earth.csv,4000,CO2,10_M_earth,1_F_earth,11.644835850257094,1481.586150364036,H2,1.6787929485676434,1410.8554857301506,True,3971.8850022358015,25290.207541393786,143790807.5413938,440.0,False,8282.851088453466,17007.35645294032
CO2_atmosphere_10_M_earth_1_F_earth.csv,5000,CO2,10_M_earth,1_F_earth,12.981662329561717,1640.6376081342592,H2,1.302075484326491,1571.2897818317294,False,4966.3178580728245,29769.728874745662,148270328.87474567,444.0,False,8282.851088453466,21486.877786292196
CO2_atmosphere_10_M_earth_1_F_earth.csv,6000,CO2,10_M_earth,1_F_earth,13.629437194642689,1705.3062019526164,H2,1.052188311645368,1631.344357151863,False,5961.364885511904,34356.54608673274,152857146.08673275,448.0,False,8282.851088453466,26073.694998279276
CO2_atmosphere_10_M_earth_1_F_earth.csv,7000,CO2,10_M_earth,1_F_earth,14.811455758011126,1763.631831839003,H2,0.8753365312942966,1661.852651033372,False,6956.434550599685,38956.83334856492,157457433.34856492,451.0,False,8282.851088453466,30673.982260111454
CO2_atmosphere_10_M_earth_1000_F_earth.csv,200,CO2,10_M_earth,1000_F_earth,7.241683254971224e-15,3.1113419387052175e-08,H,18.483481734864768,3.1110103009849896e-08,True,199.47672092096772,11522.023958689406,130022623.9586894,429.0,False,10506.848080157028,1015.1758785323782
CO2_atmosphere_10_M_earth_1000_F_earth.csv,300,CO2,10_M_earth,1000_F_earth,2.8203375344841057e-10,8.714043934160416e-06,H,12.304540277192617,8.292739996727163e-06,True,298.65028407350184,11956.165020294726,130456765.02029473,430.0,False,10506.848080157028,1449.316940137698
CO2_atmosphere_10_M_earth_1000_F_earth.csv,500,CO2,10_M_earth,1000_F_earth,2.700870679449352e-06,0.0046266126906582,H2,14.689165276292425,0.004053720393129,True,497.0220007144903,12825.846919081749,131326446.91908176,431.0,False,10506.848080157028,2318.998838924721
CO2_atmosphere_10_M_earth_1000_F_earth.csv,1000,CO2,10_M_earth,1000_F_earth,0.0017374241822167,2.617107600176434,H2,7.230985544410444,2.6077766067877874,True,993.0851504356268,15017.746001534984,133518346.00153498,433.0,False,10506.848080157028,4510.897921377957
CO2_atmosphere_10_M_earth_1000_F_earth.csv,2000,CO2,10_M_earth,1000_F_earth,0.0284519899179393,42.73056892268878,H2,3.500098148351602,42.7047472442703,True,1985.6162426039573,19458.192799319684,137958792.79931968,436.0,False,10506.848080157028,8951.344719162656
CO2_atmosphere_10_M_earth_1000_F_earth.csv,3000,CO2,10_M_earth,1000_F_earth,0.0583252339030191,87.30604209829207,H2,2.2581953123344194,87.23359153251303,True,2978.9753538964205,24026.19305150032,142526793.05150032,440.0,False,10506.848080157028,13519.344971343291
CO2_atmosphere_10_M_earth_1000_F_earth.csv,4000,CO2,10_M_earth,1000_F_earth,0.0903964264820967,114.97140660643856,H2,1.63935141825097,113.34465375281708,True,3973.020167065526,28707.63131605324,147208231.31605324,444.0,False,10506.848080157028,18200.78323589621
CO2_atmosphere_10_M_earth_1000_F_earth.csv,5000,CO2,10_M_earth,1000_F_earth,0.2877051408590946,141.53364702075402,H2,1.2697463772488675,125.78094446626804,False,4967.699410478254,33502.5658437095,152003165.8437095,448.0,False,10506.848080157028,22995.71776355247
