Filename,Element,Planet mass,Earth Flux,Atmospheric mass [kg],Global mass loss [kg],m/M,Radius impactor [m]
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,8.089578543557651e+20,0.23232323232323235,8042954.286759097
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,8.580535863003909e+20,0.24242424242424243,8157869.159327481
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,9.080238332910061e+20,0.25252525252525254,8269634.680081383
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,9.588343006199251e+20,0.26262626262626265,8378458.142281917
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.010450693579462e+21,0.27272727272727276,8484525.834445564
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.0628387174619311e+21,0.2828282828282829,8588005.860157186
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.1159640775596459e+21,0.29292929292929293,8689050.493044455
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.1697924791649212e+21,0.30303030303030304,8787798.156798182
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.224289627570071e+21,0.31313131313131315,8884375.100347413
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.2794212280674094e+21,0.32323232323232326,8978896.823366838
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.33515298594925e+21,0.33333333333333337,9071469.295906879
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.391450606507908e+21,0.3434343434343435,9162190.00717118
H2_atmosphere_1_M_earth_1_F_earth.csv,H2,1_M,1_F,4.62168341290125e+21,1.4482797950356968e+21,0.3535353535353536,9251148.871659873
