Filename,Element,Planet mass,Earth Flux,r_min [m],r_cap [m],r_gi [m],Cap mass [kg],Differential power law index q,Total impactor mass [kg/s],Mass loss rate [kg/s]
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,10092715.146305718,235170.40662879913
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,10618229.410993846,247415.41716604572
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,11171106.505048241,260298.00912863694
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,11752771.174629452,273851.38053405995
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,12364722.350537151,288110.4579764529
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,13008537.010905733,303111.9866312947
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,13685874.245025204,318894.62494651636
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,14398479.528760096,335499.0442640581
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,15148189.222583473,352968.03362858325
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,15936935.30381776,371346.610053445
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,16766750.34527701,390682.1345280554
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,17639772.753140453,411024.4340656035
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,18558252.27755519,432425.9301056362
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,19524555.81016861,454941.7736023906
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,20541173.483530644,478629.98714699707
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,21610725.088083807,503551.6144897958
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,22735966.823277198,529770.8778480792
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,23919798.400202423,557355.3434046467
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,25165270.51405394,586376.0954236416
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,26475592.705670692,616907.9194323717
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,27854141.63241769,649029.4949411636
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,29304469.769721445,682823.5981978831
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,30830314.56568277,718377.315499615
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,32435608.072358113,755782.2676111978
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,34124487.078528896,795134.845868933
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,35901303.77007076,836536.4605779033
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,37770636.945393726,880093.802343
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,39737303.81485613,925919.117007127
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,41806372.41455762,974130.4949050543
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,43983174.66650228,1024852.1751783446
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,46273320.11878693,1078214.86593555
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,48682710.40122284,1134356.081082728
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,51217554.43364241,1193420.4946922704
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,53884384.42608224,1255560.3138232515
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,56690072.71207446,1320935.6707540338
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,59641849.45842472,1389715.0356378942
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,62747321.29711588,1462075.650645106
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,66014490.927348964,1538203.9867101954
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,69451777.73823704,1618296.2240614337
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,73068039.50529507,1702558.7577708594
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,76872595.21663736,1791208.7296276183
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,80875249.08770457,1884474.5877052401
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,85086315.82640582,1982596.675064842
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,89516647.21378301,2085827.8491113214
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,94177660.06869538,2194434.133198614
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,99081365.66858687,2308695.402163142
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,104240400.7021558,2428906.1035521254
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,109668059.83368696,2555376.0164052504
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,115378329.9629662,2688431.049545111
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,121385926.26906289,2828414.0814335686
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,127706330.13086447,2975685.843758316
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,134355829.02208263,3130625.851026619
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,141351558.48353958,3293633.378561774
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,148711546.28089538,3465128.49142253
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,156454758.86161023,3645553.126897007
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,164601150.230855,3835372.2333605313
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,173171713.372336,4035074.968432535
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,182188534.34651652,4245175.959519486
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,191674849.2056821,4466216.629993117
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,201655103.87247443,4698766.594420443
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,212155017.13624567,4943425.12644213
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,223201646.929523,5200822.703080735
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,234823460.05542812,5471622.629459658
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,247050405.54568204,5756522.748118379
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,259913991.83829382,6056257.237330181
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,273447367.9737585,6371598.503055161
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,287685409.0190597,6703359.169405349
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,302664805.93956953,7052394.172750302
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,318424160.1504656,7419602.9648601515
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,335004082.99131364,7805931.830763352
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,352447300.3801588,8212376.327292195
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,370798762.91681725,8639983.84860016
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,390105761.71909934,9089856.325262336
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,410418050.2904709,9563153.063914418
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,431787972.73320216,10061093.73474793
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,454270598.6374062,10584961.514560396
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,477923864.9935595,11136106.393459704
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,502808725.4942496,11715948.653744869
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,528989307.6098146,12325982.529926317
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,556533077.8427663,12967780.059320025
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,585511015.5867232,13642995.1331354
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,615997796.0380181,14353367.758499574
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,648071982.6311958,15100728.542397901
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,681816229.4944493,15887003.409089113
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,717317494.4465628,16714218.563148152
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,754667263.0843902,17584505.71092964
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,793961784.5382292,18500107.553905055
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,835302319.5026788,19463383.568030976
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,878795401.1821328,20476816.08404137
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,924553109.8233579,21543016.684332546
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,972693361.5426179,22664732.932925478
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1023340212.1916423,23844855.455848247
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1076624177.0454934,25086425.39018465
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1132682567.1361537,26392642.220984828
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1191659843.0985637,27766872.02623358
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1253707987.4409196,29212656.151122455
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1318986896.1986747,30733720.33398159
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1387664790.981307,32333984.30738357
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1459918652.473983,34017571.89916785
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1535934676.5108955,35788821.65940791
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1615908753.8959224,37652298.04071488
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1700046975.2067146,39612803.16068011
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1788566161.8834655,41675389.17677726
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1881694424.9705594,43845371.305604324
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,1979671752.9513366,46128341.52002443
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2082750630.1905186,48530182.9594959
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2191196687.5781517,51057085.090730116
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2305289387.0517106,53715559.65774446
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2425322741.7603555,56512457.46241335
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2551606073.727186,59454986.01876023
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2684464810.961965,62550728.126485154
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2824241326.078436,65807661.41159119
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,2971295818.577334,69234178.88446528
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,3126007243.0687165,72839110.56839147
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,3288774285.82551,76631746.25423001
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,3460016392.185123,80621859.4399076
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,3640174847.4461374,84819732.51639655
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,3829713914.046293,89236183.26510486
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,4029122027.9513435,93882592.73493893
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,4238913057.338792,98770934.57089964
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,4459627626.819086,103913805.86976716
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,4691834510.607808,109324459.64241312
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,4936132098.237906,115016838.9663688
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,5193149936.590223,121005612.91668616
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,5463550352.214887,127306214.36765693
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,5748030158.125362,133934879.76282927
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,6047322449.462655,140908690.95578852
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,6362198492.6574955,148245619.2295348
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,6693469712.958668,155964571.60789073
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,7041989785.449296,164085439.57828227
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,7408656834.939568,172629150.35145038
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,7794415750.404951,181617720.79018757
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,8200260619.934131,191074314.14607203
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,8627237292.46145,201023299.75040823
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,9076446072.885393,211490315.8131962
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,9549044557.518078,222502335.4919547
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,10046250617.173403,234087736.4006731
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,10569345535.579872,246276373.73798427
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,11119677311.207024,259099657.22303924
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,11698664131.013105,272590632.0373191
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,12307798025.066683,286784063.98099166
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,12948648711.459076,301716529.0632356
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,13622867641.416496,317426507.7574185
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,14332192255.035769,333954484.164017
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,15078450458.610542,351343050.3368169
H2_atmosphere_10_M_earth_1000_F_earth.csv,H2,10_M,1000_F,1146405.559852884,5794951.719616828,45689709.67788325,2.2021145599479033e+23,3.0,15863565335.085928,369637016.04124075
