Filename,Element,Planet mass,Earth Flux,Planet radius,Planet mass [kg],Atmospheric mass [kg],Height [m],Density [kg/m^3],Temperature [K],MMW [g/mol],Effective scale height h [m]
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,21615308.622134104,3.9974089797374575,1111.8449336417468,5.378414946054786,8465846.325991606
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,25464624.57605132,2.568826111921962,956.673867941028,5.378432694137861,7690046.051412981
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,28815888.00523239,1.6610193785387954,818.0847866283463,5.3784329098070645,6885743.550301382
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,31710995.76537566,1.081190794303432,694.9363762771139,5.378432772390165,6081375.078099428
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,34191918.73124605,0.708585538662301,586.3128514838287,5.378431951938313,5301696.016887444
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,36300753.03846216,0.4675488998367204,491.3251781611305,5.378431721424104,4566341.995402071
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,38079157.99395446,0.3105469253774646,409.0187990202064,5.378432504931862,3889236.4809829765
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,39567545.483452745,0.207556890820862,338.3823715916542,5.378432545898127,3279036.7887763986
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,40804375.50762066,0.136531944092923,284.4362815268154,5.378432550469066,2799584.082857009
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,41847863.50433421,0.082810699043046,259.30279352764774,5.378432545976747,2585750.661041915
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,42802103.04425137,0.0469266236223611,253.016425993631,5.378432524685879,2553182.4594651307
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,43735850.81611986,0.026578181995081,247.01147595775416,5.378432488733231,2521528.332407223
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,44649965.17284955,0.0150446550733799,241.28734136306417,5.378432385831079,2490930.208385272
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,45545316.712072805,0.0085107414510144,235.84340359349304,5.378432109336697,2461526.1954588215
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,46422787.70802443,0.0048113135177729,230.67567464338896,5.378431440952664,2433415.2542469357
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,47283259.06207728,0.0027192876193395,225.6755855232273,5.378430032757709,2405576.1743344767
H2_atmosphere_10_M_earth_1_F_earth.csv,H2,10_M,1_F,118500600.0,5.9720425295e+25,5.967266408421263e+25,48127218.5814647,0.0015368443159579,220.7923735069008,5.378428051876308,2377547.990322256
