Filename,Element,Planet mass,Earth Flux,r_min [m],r_cap [m],r_gi [m],rho_0 [kg/m^3],Cap mass [kg],Effective scale height [m],Atmospheric mass [kg],Radius impactor [m],Planetesimal mass loss [kg]
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,281682.0124475334,2.1936755731333893e+26,587092.3476260133,3.260093378364672e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,275627.2264048938,2.1936755731333893e+26,608404.2998149588,3.613720662963936e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,269909.1534136741,2.1936755731333893e+26,629716.2520039044,3.979956076240468e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,264382.1409817727,2.1936755731333893e+26,651028.2041928498,4.3587996181942573e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,259137.88224860874,2.1936755731333893e+26,672340.1563817954,4.7502512888253134e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,254161.98611577295,2.1936755731333893e+26,693652.108570741,5.154311088133634e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,249268.5011244698,2.1936755731333893e+26,714964.0607596864,5.5709790161192124e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,244645.5082939341,2.1936755731333893e+26,736276.012948632,6.000255072782057e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,240020.71885969618,2.1936755731333893e+26,757587.9651375775,6.442139258122164e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,235705.12908496795,2.1936755731333893e+26,778899.917326523,6.896631572139534e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,231480.68599391688,2.1936755731333893e+26,800211.8695154686,7.36373201483417e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,227445.48701762845,2.1936755731333893e+26,821523.8217044141,7.843440586206064e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,223505.50022510206,2.1936755731333893e+26,842835.7738933596,8.335757286255224e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,219755.23536531732,2.1936755731333893e+26,864147.7260823052,8.840682114981647e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,216112.6998131121,2.1936755731333893e+26,885459.6782712507,9.358215072385333e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,212572.39652584668,2.1936755731333893e+26,906771.6304601962,9.888356158466282e+20
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,209237.66357782247,2.1936755731333893e+26,928083.5826491418,1.0431105373224495e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,206049.59557381054,2.1936755731333893e+26,949395.5348380873,1.0986462716659968e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,202905.5215072536,2.1936755731333893e+26,970707.4870270328,1.1554428188772707e+21
N2_atmosphere_10_M_earth_1000_F_earth.csv,N2,10_M,1000_F,331348.92135866696,5144950.839210372,21621989.15811525,520.1371815505709,5.017068153200679e+22,199951.46076064731,2.1936755731333893e+26,992019.4392159784,1.213500178956271e+21
