file,T_inf,atmosphere_type,mass_case,flux_case,weighted_mass_loss_kg_s_const,M_total_kg_s_const,dominant_escaping_species_const,dominant_lambda_j_const,dominant_species_Mdot_kg_s_const,jeans_valid_const,T_exo_K_const,exobase_altitude_km_const,exobase_radius_m_const,exobase_index_const,unphysical_extension_const,weighted_mass_loss_kg_s_diss,M_total_kg_s_diss,dominant_escaping_species_diss,dominant_lambda_j_diss,dominant_species_Mdot_kg_s_diss,jeans_valid_diss,T_exo_K_diss,exobase_altitude_km_diss,exobase_radius_m_diss,exobase_index_diss,unphysical_extension_diss,ratio_diss_const,delta_log10_Mdot,either_unphysical,both_jeans_valid
H2_atmosphere_1_M_earth_1_F_earth.csv,200,H2,1_M_earth,1_F_earth,1.2992209038501114e-14,2.367219431024642e-10,H,25.34905420709377,2.367218516524381e-10,True,199.3869134410463,3173.34433752753,9484971.28372753,338.0,False,3.208783220084817e-06,3.543057492657206e-06,H,25.07713021352359,3.543057492657206e-06,True,199.7727036945128,3257.679190437926,9569306.136637926,420.0,False,246977493.24813882,8.392657378346723,False,True
H2_atmosphere_1_M_earth_1_F_earth.csv,300,H2,1_M_earth,1_F_earth,9.571674835153698e-10,6.375697569046216e-07,H,16.855868090117813,6.363807288165339e-07,True,296.4094368308889,3283.5122798833363,9595139.226083336,340.0,False,0.0092376596502726,0.0101999907733407,H,16.511894221887843,0.0101999907733407,True,298.66883112826645,3409.2989133702927,9720925.859570293,422.0,False,9651037.88978041,6.984574020656369,False,True
H2_atmosphere_1_M_earth_1_F_earth.csv,500,H2,1_M_earth,1_F_earth,0.0004331359175799,0.0008642032068761,H2,19.906542296131427,0.0005582973899828,True,490.65410644397326,3504.793642292414,9816420.588492414,342.0,False,4.252354103423225,4.695342138808313,H,9.624072985635047,4.695342138808313,True,496.6179428775524,3718.654432187764,10030281.378387764,426.0,False,9817.59750422637,3.9920052231929977,False,True
H2_atmosphere_1_M_earth_1_F_earth.csv,1000,H2,1_M_earth,1_F_earth,5.444651216028172,7.039582252433089,H2,9.429090670924898,7.018238334152502,True,977.9961818651788,4085.5983637003937,10397225.309900394,349.0,False,272.93720129722806,301.3703730523343,H,4.459471450796313,301.3703730523343,True,992.2277335400906,4522.64372289004,10834270.66909004,435.0,False,50.129418849410435,1.7000926698642571,False,True
H2_atmosphere_1_M_earth_1_F_earth.csv,2000,H2,1_M_earth,1_F_earth,356.6661207760379,459.859073863909,H2,4.191706218262096,459.7481519269611,True,1959.2688164089395,5362.907296859169,11674534.24305917,364.0,False,1302.2084931589711,1437.8657731877204,H,1.9169452952975412,1437.86577078871,True,1986.2925800749956,6278.829970194543,12590456.916394545,454.0,False,3.651057438047696,0.5624186652781165,False,True
H2_atmosphere_1_M_earth_1_F_earth.csv,3000,H2,1_M_earth,1_F_earth,1078.0201924941878,1389.739027783976,H2,2.485998664705957,1389.5846972879306,True,2946.724021463766,6776.698100252496,13088325.046452496,378.0,False,1718.2540042333292,1897.2705909530137,H,1.1063956920682596,1897.251094536954,False,2982.9179819937585,8214.259425921682,14525886.372121682,472.0,False,1.593897791708195,0.20246046892941233,False,False
H2_atmosphere_1_M_earth_1_F_earth.csv,4000,H2,1_M_earth,1_F_earth,1620.9925905639925,2089.700185288992,H2,1.6621158881858091,2089.469673448904,True,3939.0782493764864,8332.669694000193,14644296.640200194,392.0,False,1800.3741307763023,1988.9703315123093,H,0.725221824807758,1987.8333165527376,False,3980.93355868798,10293.363739562006,16604990.685762009,488.0,False,1.1106615423515893,0.045581734293392934,False,False
H2_atmosphere_1_M_earth_1_F_earth.csv,5000,H2,1_M_earth,1_F_earth,1922.5689767416704,2479.8927099537264,H2,1.1908097724534086,2477.792213009184,False,4934.3192699495785,10005.916958183752,16317543.904383752,405.0,False,1739.225523437416,1929.562794512845,H,0.5107096283419571,1919.5957595191685,False,4980.176993316986,12536.821567678437,18848448.513878435,504.0,False,0.9046362156457028,-0.04352602996589555,False,False
H2_atmosphere_1_M_earth_1_F_earth.csv,6000,H2,1_M_earth,1_F_earth,2044.4584421107284,2647.346298140185,H2,0.8917870760305858,2632.0250060197955,False,5932.236498443048,11811.986716325742,18123613.662525743,418.0,False,1647.8844238642157,1852.2771068932493,H,0.3776856104556521,1816.7081886331453,False,5980.037408412508,14913.978708829736,21225605.655029736,519.0,False,0.8060249061178842,-0.09365153831594525,False,False
H2_atmosphere_1_M_earth_1_F_earth.csv,7000,H2,1_M_earth,1_F_earth,2061.5234043497508,2702.324888758817,H2,0.6893899386705722,2644.997806880032,False,6932.1516718330495,13751.167772830458,20062794.71903046,431.0,False,1577.1909837528742,1814.3403865911769,H,0.2899760009998017,1735.2966913153807,False,6980.012419164133,17373.525223349476,23685152.169549476,532.0,False,0.7650609158377973,-0.11630398398498526,False,False
H2_atmosphere_10_M_earth_1_F_earth.csv,200,H2,10_M_earth,1_F_earth,0.0312733675538969,0.6617466186728519,H,9.027614590521765,0.6351200733359776,True,199.97548078824448,147048.4007509079,265549000.7509079,676.0,False,88.68689637562636,88.68689637855526,H,8.809624988285664,88.68689637855526,True,199.98723010012935,153603.28595096947,272103885.95096946,728.0,False,2835.860136353474,3.4526848077847356,False,True
H2_atmosphere_10_M_earth_1_F_earth.csv,300,H2,10_M_earth,1_F_earth,23.860350998826537,37.7445432857478,H2,10.547019188489315,23.937716562654614,True,299.9485600852664,184572.8613552789,303073461.3552789,692.0,False,1825.5299124674943,1825.5299125277827,H,5.104297885504343,1825.5299125277827,True,299.9735434759134,194593.91964079428,313094519.6407943,745.0,False,76.5089295022221,1.8837121254441545,False,True
H2_atmosphere_10_M_earth_1_F_earth.csv,500,H2,10_M_earth,1_F_earth,2433.430255312352,2546.6128402284244,H2,5.008707094107084,2451.423881167862,True,499.9196272985365,264411.0708594644,382911670.8594644,720.0,False,11842.5105556657,11842.510556056795,H,2.397603184362592,11842.510556056795,True,499.9591781513258,281428.10667896585,399928706.67896587,774.0,False,4.866591318905752,0.6872248770846154,False,True
H2_atmosphere_10_M_earth_1_F_earth.csv,1000,H2,10_M_earth,1_F_earth,22781.67806388758,23147.173944030023,H2,1.589385653027979,22955.51657275287,True,999.9030928369816,484804.8192528238,603305419.2528238,774.0,False,22380.6848530054,22380.684853745428,H,0.7507325104320777,22380.684853744515,False,999.9519997944568,520101.0763844778,638601676.3844779,830.0,False,0.9823984339626933,-0.007712338509404721,False,False
H2_atmosphere_10_M_earth_1_F_earth.csv,2000,H2,10_M_earth,1_F_earth,28267.66673788793,28647.40873032954,H2,0.4355080974951651,28483.9388583322,False,1999.915273348856,982320.1192783671,1100820719.2783673,846.0,False,18696.205227180195,18696.20522825029,H,0.2044067156127909,18696.205227797636,False,1999.958556271883,1054176.0417966298,1172676641.7966297,903.0,False,0.6613989545207549,-0.17953649591494664,False,False
H2_atmosphere_10_M_earth_1_F_earth.csv,3000,H2,10_M_earth,1_F_earth,24412.650608271804,24734.98840827063,H2,0.1944400159926522,24599.472076024635,False,2999.9287101180867,1525219.4176029975,1643720017.6029975,894.0,False,15479.853539783133,15479.85354142975,H,0.0912361100084139,15479.853540294353,False,2999.9651288178675,1633004.733634153,1751505333.634153,951.0,False,0.6340914711874036,-0.19784808822789104,False,False
H2_atmosphere_10_M_earth_1_F_earth.csv,4000,H2,10_M_earth,1_F_earth,21298.831196342733,21579.087936880685,H2,0.1081259096391114,21461.83119394745,False,3999.93877187534,2098374.9264494707,2216875526.4494705,930.0,False,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1_F_earth.csv,5000,H2,10_M_earth,1_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1_F_earth.csv,6000,H2,10_M_earth,1_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1_F_earth.csv,7000,H2,10_M_earth,1_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,200,H2,10_M_earth,1000_F_earth,50.76441519574366,87.16704332532748,H,8.31467337844168,87.12610310826348,True,199.9788339038749,169813.0508950321,288313650.8950321,689.0,False,154.5151590300892,154.51515957348772,H,8.18066177687477,154.51515957348772,True,199.98510416466013,174526.87639682973,293027476.3968297,717.0,False,3.0437691133501823,0.48341170571976166,False,True
H2_atmosphere_10_M_earth_1000_F_earth.csv,300,H2,10_M_earth,1000_F_earth,956.8679824899835,1650.592550642894,H,4.693249294302655,1623.1039234528796,True,299.9582052668366,222033.07161768957,340533671.61768955,709.0,False,2787.4501492523905,2787.4501590552886,H,4.597595198517287,2787.4501590552886,True,299.97058657110904,229103.6102032569,347604210.20325685,737.0,False,2.9130979406363084,0.4643550861940468,False,True
H2_atmosphere_10_M_earth_1000_F_earth.csv,500,H2,10_M_earth,1000_F_earth,6036.2126416958745,10886.860092078668,H,2.1189053741489965,9037.869196458158,True,499.9396577331614,334048.0564755326,452548656.4755326,743.0,False,14829.11679635864,14829.116848509642,H,2.0631830569513805,14829.116848509642,True,499.95806307523566,346253.3519224792,464753951.9224792,772.0,False,2.4566922467119046,0.3903507552077702,False,True
H2_atmosphere_10_M_earth_1000_F_earth.csv,1000,H2,10_M_earth,1000_F_earth,13376.163744797272,26135.65143696077,H,0.6280900627796974,14937.486644348472,False,999.9343129064114,644809.5494145417,763310149.4145417,805.0,False,23669.47417804878,23669.47426153529,H,0.6079631444606141,23669.474261289528,False,999.9549177205728,670063.0573104891,788563657.3104892,835.0,False,1.7695263477359227,0.24785703354100042,False,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,2000,H2,10_M_earth,1000_F_earth,11891.22589065303,23746.43415625085,H,0.1637365828770597,11982.4172366726,False,1999.946776578321,1345462.9716403598,1463963571.64036,883.0,False,18907.7178296224,18907.71797167244,H,0.158274537219076,18907.71789611701,False,1999.9634717714373,1395971.632213788,1514472232.213788,913.0,False,1.5900562316694875,0.20141248323362163,False,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,3000,H2,10_M_earth,1000_F_earth,9915.619814071371,19842.26714657572,H2,0.1436265722309251,9954.566086369325,False,2999.9563394234174,2106728.3253684803,2225228925.36848,933.0,False,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,4000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,5000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,6000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2_atmosphere_10_M_earth_1000_F_earth.csv,7000,H2,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_1_M_earth_1_F_earth.csv,200,H2O,1_M_earth,1_F_earth,11.972734694153573,47.19739005935308,H,7.519293773754879,47.12536912755875,True,199.55931316231897,25636.09822345991,31948123.59685991,456.0,False,69.42871546244393,88.45015345979216,H,7.378360444333399,88.45015345979216,True,199.852257559129,26198.611954219403,32510637.327619404,543.0,False,5.798902024977367,0.7633457712122363,False,True
H2O_atmosphere_1_M_earth_1_F_earth.csv,300,H2O,1_M_earth,1_F_earth,97.45685778257966,383.7485059034284,H,4.849733921409723,375.69694126371263,True,299.0207462646724,26745.86813343671,33057893.50683671,461.0,False,553.024666161567,704.5372546968779,H,4.718833394022835,704.5372546968779,True,299.6717003442837,27589.09358396553,33901118.95736553,548.0,False,5.67455876112209,0.7539320975726641,False,True
H2O_atmosphere_1_M_earth_1_F_earth.csv,500,H2O,1_M_earth,1_F_earth,471.665149926996,1843.954119541716,H,2.7246813239317547,1576.190506172217,True,498.0675734614865,29013.64614171768,35325671.515117675,468.0,False,2217.6454217691157,2825.215425179338,H,2.610155592959694,2825.2154251793377,True,499.3761045608065,30467.003285166564,36779028.65856656,558.0,False,4.701736861653572,0.6722583196571327,False,True
H2O_atmosphere_1_M_earth_1_F_earth.csv,1000,H2O,1_M_earth,1_F_earth,1361.9521233833125,5241.8711933561735,H,1.160071559397709,3045.916555849683,False,996.4830432276336,35158.51712665257,41470542.50005257,488.0,False,4152.925417205421,5290.709010624897,H,1.0790830313438315,5290.704249936865,False,998.9065234463288,38162.84557412424,44474870.94752424,581.0,False,3.0492447905502527,0.48419229052405593,False,False
H2O_atmosphere_1_M_earth_1_F_earth.csv,2000,H2O,1_M_earth,1_F_earth,1804.258653459029,6816.361510849439,H2,0.8688887303701088,3753.046435149433,False,1995.0778784784632,48997.558023704005,55309583.39710401,522.0,False,3985.1080430030574,5137.622822741855,H,0.3895250875317578,5054.006038823738,False,1998.5446315818533,55268.74590096992,61580771.274369925,619.0,False,2.2087232533777903,0.34414130344033644,False,False
H2O_atmosphere_1_M_earth_1_F_earth.csv,3000,H2O,1_M_earth,1_F_earth,2471.640690889487,7955.38706928014,H2,0.4511793827896571,3596.785638473504,False,2994.820707412466,64646.45916668087,70958484.54008088,552.0,False,3516.7144083335875,5082.664075237384,H,0.1982101875986375,4252.883897787216,False,2998.525228664902,74348.44112330998,80660466.49670999,652.0,False,1.42282590721874,0.15315176434316752,False,False
H2O_atmosphere_1_M_earth_1_F_earth.csv,4000,H2O,1_M_earth,1_F_earth,4011.634199670963,10933.756294554742,H2O,2.457340190621459,5364.4690378306,True,3994.899789090096,81589.36426412997,87901389.63752997,577.0,False,,,,,,False,,,,,True,,,True,False
