file,T_inf,atmosphere_type,mass_case,flux_case,weighted_mass_loss_kg_s_const,M_total_kg_s_const,dominant_escaping_species_const,dominant_lambda_j_const,dominant_species_Mdot_kg_s_const,jeans_valid_const,T_exo_K_const,exobase_altitude_km_const,exobase_radius_m_const,exobase_index_const,unphysical_extension_const,weighted_mass_loss_kg_s_diss,M_total_kg_s_diss,dominant_escaping_species_diss,dominant_lambda_j_diss,dominant_species_Mdot_kg_s_diss,jeans_valid_diss,T_exo_K_diss,exobase_altitude_km_diss,exobase_radius_m_diss,exobase_index_diss,unphysical_extension_diss,ratio_diss_const,delta_log10_Mdot,either_unphysical,both_jeans_valid
H2O_atmosphere_1_M_earth_1_F_earth.csv,5000,H2O,1_M_earth,1_F_earth,5257.233173918378,13302.793866657785,H2O,1.62757577544962,8291.505993195295,True,4995.193189935841,99826.5875466644,106138612.9200644,600.0,False,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_1_M_earth_1_F_earth.csv,6000,H2O,1_M_earth,1_F_earth,6015.48252406181,14736.378355503266,H2O,1.1506147445185262,10083.90187432722,False,5995.4368594335165,118776.11776465947,125088143.13805948,619.0,False,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_1_M_earth_1_F_earth.csv,7000,H2O,1_M_earth,1_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_1_M_earth_1000_F_earth.csv,200,H2O,1_M_earth,1000_F_earth,2.629366186236301e-07,4.613765649856884e-06,H,23.705638810480004,4.613765649734122e-06,True,258.8206749954309,1501.7111561369366,7813469.240536937,221.0,False,2.126308909745018e-07,4.449587091649917e-07,H,27.78049946521401,4.449587091649917e-07,True,220.3152640788256,1520.9131549832168,7832671.239383217,309.0,False,0.8086773614399584,-0.09222471459844957,False,True
H2O_atmosphere_1_M_earth_1000_F_earth.csv,300,H2O,1_M_earth,1000_F_earth,6.969431424024701e-05,0.0012229305963196,H,17.704368469342192,0.0012229305832627,True,346.1494582762882,1510.8295895813387,7822587.673981339,221.0,False,0.0005732131346793,0.0011995255031591,H,19.34231155182748,0.0011995255031591,True,315.74752835870163,1537.8179643052313,7849576.048705231,310.0,False,8.224675727539928,0.9151187841276366,False,True
H2O_atmosphere_1_M_earth_1000_F_earth.csv,500,H2O,1_M_earth,1000_F_earth,0.0148374323506532,0.2603542355196388,H,11.744586425932376,0.2603531721386647,True,520.5571691364769,1529.547429105443,7841305.513505443,222.0,False,0.4533076269964919,0.9486071174258136,H,11.992524061455462,0.9486071174258136,True,507.0999579612619,1571.220782150805,7882978.866550805,310.0,False,30.55162215964783,1.4850342743586276,False,True
H2O_atmosphere_1_M_earth_1000_F_earth.csv,1000,H2O,1_M_earth,1000_F_earth,1.4119614273917829,24.79338511976194,H,6.344799049900841,24.77166103883073,True,957.9618804567104,1575.543291282869,7887301.375682869,222.0,False,63.53585555129786,132.9573146320919,H,6.102776939027397,132.9573146320919,True,985.8276328053804,1656.548795898214,7968306.880298214,312.0,False,44.99829408843213,1.653196049730372,False,True
H2O_atmosphere_1_M_earth_1000_F_earth.csv,2000,H2O,1_M_earth,1000_F_earth,12.772639300158216,227.37941999750305,H,3.269583541832193,223.36086819902408,True,1836.763432999791,1670.9247069707726,7982682.791370773,224.0,False,561.2546935804227,1174.5008583832089,H,3.0277592856413547,1174.5008583832036,True,1944.9678388983657,1828.9234650915616,8140681.549491562,314.0,False,43.94195125931962,1.6428793380269122,False,True
H2O_atmosphere_1_M_earth_1000_F_earth.csv,3000,H2O,1_M_earth,1000_F_earth,23.52633119775961,429.6871711774036,H,2.183231736687984,408.8743473093517,True,2717.989053974931,1767.044506078873,8078802.590478873,225.0,False,962.3083491417116,2013.759520288512,H,1.9821399339703611,2013.7595195242827,True,2907.1949246659838,2007.5282511016064,8319286.335501607,317.0,False,40.90346008702586,1.6117600472039855,False,True
H2O_atmosphere_1_M_earth_1000_F_earth.csv,4000,H2O,1_M_earth,1000_F_earth,29.407760521389307,551.1859728282059,H,1.624864929281474,507.7986570684485,True,3606.8689440895087,1868.121448651064,8179879.533051064,227.0,False,1156.8764228975076,2420.919618865697,H,1.4559798723003186,2420.9193213359995,False,3872.1806989072447,2191.4645128217267,8503222.597221727,320.0,False,39.33915410036308,1.59482501716201,False,False
H2O_atmosphere_1_M_earth_1000_F_earth.csv,5000,H2O,1_M_earth,1000_F_earth,32.607127688108214,624.581980705715,H,1.287999369312529,559.9017302914091,False,4495.152600844637,1968.3202455042156,8280078.329904215,228.0,False,1249.9988390720523,2615.799126177521,H,1.1405717006833436,2615.787397476297,False,4837.829247314864,2376.273832331301,8688031.916731302,322.0,False,38.33514104733382,1.5835970655045024,False,False
H2O_atmosphere_1_M_earth_1000_F_earth.csv,6000,H2O,1_M_earth,1000_F_earth,33.60704969039011,655.1227687906347,H,1.0597878202797175,574.3368374118387,False,5393.546923839927,2075.135832973415,8386893.917373415,230.0,False,1264.798728671405,2646.8476165623583,H,0.9294020124256211,2646.696585998969,False,5807.530048894498,2570.010660080848,8881768.744480848,325.0,False,37.634923039170324,1.5755910322688482,False,False
H2O_atmosphere_1_M_earth_1000_F_earth.csv,7000,H2O,1_M_earth,1000_F_earth,34.17793135200079,674.8690784501176,H,0.8977924297655936,581.2315292924417,False,6288.536648925166,2179.440540163815,8491198.624563815,231.0,False,1249.9616199401223,2616.157688872913,H,0.7786881499978304,2615.1607495992453,False,6779.593238552982,2769.1092659758665,9080867.350375868,328.0,False,36.57218475473792,1.5631509050628418,False,False
H2O_atmosphere_10_M_earth_1_F_earth.csv,200,H2O,10_M_earth,1_F_earth,0.0001013248306423,0.0072269464297811,H,16.960869281235794,0.0072269418296648,True,199.7554786965869,22996.56180530274,141497161.80530274,466.0,False,0.1107283082407633,0.1617499850353209,H,16.831925874830233,0.1617499850353209,True,199.9444647329141,23945.75468396693,142446354.68396693,584.0,False,1092.8052634172145,3.0385427780903376,False,True
H2O_atmosphere_10_M_earth_1_F_earth.csv,300,H2O,10_M_earth,1_F_earth,0.0177025679947792,1.2615447326586149,H,11.213624784249124,1.261296570094117,True,299.23420059809666,24368.16346986729,142868763.4698673,467.0,False,19.437061933090543,28.39332169666973,H,11.081133722400644,28.39332169666973,True,299.8260729281036,25790.964734134704,144291564.7341347,585.0,False,1097.97979246982,3.04059434730933,False,True
H2O_atmosphere_10_M_earth_1_F_earth.csv,500,H2O,10_M_earth,1_F_earth,0.947757172110305,62.44993606472743,H,6.6068654787409375,61.27366163073687,True,498.23055726018697,27135.389543127745,145635989.54312775,469.0,False,913.0400089672178,1333.7529502029222,H,6.481379581097723,1333.7529502029222,True,499.6080978052576,29545.71768400514,148046317.68400514,589.0,False,963.3691369849674,2.983792728908222,False,True
H2O_atmosphere_10_M_earth_1_F_earth.csv,1000,H2O,10_M_earth,1_F_earth,42.60210975929227,1171.6571143236813,H,3.151402125508937,745.1291274302108,True,995.9880208470244,34233.70628365764,152734306.28365764,475.0,False,10934.933684860309,15973.560763183816,H,3.044641305051712,15973.560763183816,True,999.1225055870304,39093.392696762174,157593992.69676217,596.0,False,256.67587231346465,2.4093850466472846,False,True
H2O_atmosphere_10_M_earth_1_F_earth.csv,2000,H2O,10_M_earth,1_F_earth,397.1188021772562,6668.299899551364,H2,2.8717830612544644,4947.663232980829,True,1992.3757886683768,49071.47438764572,167572074.38764572,486.0,False,24534.844895548013,35840.07493064837,H,1.3512401120320874,35840.07384350357,False,1998.3941160866752,59033.124400830566,177533724.40083057,610.0,False,61.78212857470482,1.7908628669360342,False,False
H2O_atmosphere_10_M_earth_1_F_earth.csv,3000,H2O,10_M_earth,1_F_earth,698.9979013206244,10812.393665402506,H2,1.7508468935327164,8896.563778563588,True,2989.6333399205,64671.123989984575,183171723.98998457,496.0,False,26282.207612481747,38394.29173535054,H,0.8051852670039988,38391.17455180069,False,2997.923479993982,80098.90971282133,198599509.71282133,624.0,False,37.59983765734702,1.5751859698034436,False,False
H2O_atmosphere_10_M_earth_1_F_earth.csv,4000,H2O,10_M_earth,1_F_earth,942.792002005101,12522.331895930016,H2,1.203756103331743,10547.149636214885,False,3987.798850297399,81233.7612479606,199734361.2479606,507.0,False,25517.40678387511,37342.36896174421,H,0.5439357363485181,37218.88487309836,False,3997.586526542933,101969.18059210468,220469780.59210467,636.0,False,27.065786228145207,1.4324206473363916,False,False
H2O_atmosphere_10_M_earth_1_F_earth.csv,5000,H2O,10_M_earth,1_F_earth,2297.006461345657,14393.183419425295,H2,0.8861654690758463,11069.883637708344,False,4986.44127808034,98479.04731122058,216979647.3112206,517.0,False,24093.447215625645,35686.58822646574,H,0.3942755195189968,34779.619382999845,False,4997.384531194607,124804.91572623428,243305515.7262343,648.0,False,10.489063753660911,1.0207367251082446,False,False
H2O_atmosphere_10_M_earth_1_F_earth.csv,6000,H2O,10_M_earth,1_F_earth,7450.843621156991,20044.914105161748,H2,0.6822714208326892,11127.666277196233,False,5985.391893240218,116286.78568932904,234787385.68932903,526.0,False,23221.595021947585,35539.292930003765,H,0.2995365916414038,32551.537285533115,False,5997.2520188793005,148364.85072823768,266865450.7282377,659.0,False,3.116639699162236,0.4936865983274966,False,False
H2O_atmosphere_10_M_earth_1_F_earth.csv,7000,H2O,10_M_earth,1_F_earth,18622.356890480085,32057.05071379692,H2O,4.876983750380799,19603.74419398201,True,6984.721805533483,134817.7313294362,253318331.3294362,535.0,False,23039.0913416352,37111.5319151411,H,0.2354162542770312,30726.02425394864,False,6997.161843404626,172528.33549066223,291028935.4906622,669.0,False,1.2371737625441488,0.09243070109583394,False,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,200,H2O,10_M_earth,1000_F_earth,34.33390865906322,34.78205459316571,H,9.834275272654171,34.78198953460275,True,199.9808647890673,125260.12487605184,243760724.87605184,673.0,False,35.33159984090757,35.335452095158395,H,9.828023626946177,35.335452095158395,True,199.98110303095467,125414.8914800095,243915491.4800095,674.0,False,1.0290584795267983,0.012440055631370617,False,True
H2O_atmosphere_10_M_earth_1000_F_earth.csv,300,H2O,10_M_earth,1000_F_earth,1288.466494607036,1305.4603123346778,H,5.496874715901612,1305.279552043493,True,299.95435366967314,172251.946266786,290752546.266786,694.0,False,1323.746549507192,1323.8908794638116,H,5.492479105000571,1323.8908794638116,True,299.9549219867889,172484.0831416546,290984683.1416546,695.0,False,1.0273814298220583,0.011731711477187974,False,True
H2O_atmosphere_10_M_earth_1000_F_earth.csv,500,H2O,10_M_earth,1000_F_earth,11161.09524711954,11337.029198419368,H,2.4452118397746463,11306.35856659675,True,499.93151158038825,273663.2281505847,392163828.1505847,730.0,False,11447.651044563523,11448.899198131348,H,2.4427976560323588,11448.899198131348,True,499.9323642916757,274050.1287784921,392550728.7784921,731.0,False,1.0256745230731668,0.01100956812603101,False,True
H2O_atmosphere_10_M_earth_1000_F_earth.csv,1000,H2O,10_M_earth,1000_F_earth,22223.5246270738,22796.403186770945,H,0.7101666872545078,22509.84966981109,False,999.9260225873812,556596.6953430639,675097295.343064,795.0,False,22767.09581811297,22769.582420116058,H,0.7093529169062264,22769.578146429656,False,999.9269436390732,557370.5450510363,675871145.0510362,796.0,False,1.024459270082522,0.010494696626881874,False,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,2000,H2O,10_M_earth,1000_F_earth,18350.34218388269,18914.47605731202,H,0.1823568853863635,18585.59462746313,False,1999.940810600079,1195983.1654125273,1314483765.412527,875.0,False,18793.44244623272,18797.249397072894,H,0.18214235069384,18795.491405782297,False,1999.9415475344351,1197530.9330969718,1316031533.0969718,876.0,False,1.0241467029829672,0.010362171222388049,False,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,3000,H2O,10_M_earth,1000_F_earth,15347.448861733948,15830.320588775909,H,0.0795805839773698,15544.094407792654,False,2999.9512398975808,1889543.3669508875,2008043966.9508877,925.0,False,15492.305772210497,15498.074202724429,H,0.0793969558634254,15493.99467408616,False,2999.9524465090294,1894186.732035144,2012687332.035144,927.0,False,1.0094385009379456,0.004079865115342244,False,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,4000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,5000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,6000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
H2O_atmosphere_10_M_earth_1000_F_earth.csv,7000,H2O,10_M_earth,1000_F_earth,,,,,,False,,,,,True,,,,,,False,,,,,True,,,True,False
CO2_atmosphere_1_M_earth_1_F_earth.csv,200,CO2,1_M_earth,1_F_earth,6.219822071456687e-19,1.540143277778893e-14,H,36.95988583603254,1.5401432777787835e-14,True,195.6461560616075,320.1776430757549,6629686.445875755,176.0,False,4.3242118462717323e-13,1.0928800525527549e-11,H,36.27502079483728,1.0928800525527549e-11,True,199.07486462140767,329.00450560871604,6638513.308408716,304.0,False,695230.7954460502,5.842129001064422,False,True
CO2_atmosphere_1_M_earth_1_F_earth.csv,300,CO2,1_M_earth,1_F_earth,1.472390909188964e-14,3.645910031758166e-10,H,26.39407114344553,3.6459100217150047e-10,True,273.87693636964514,322.3166199962497,6631825.422796249,176.0,False,3.158795745965653e-08,7.983385142961441e-07,H,24.50272268899189,7.983385142961441e-07,True,294.449187728446,335.1123415221144,6644621.144322114,304.0,False,2145351.2964879754,6.33149841709621,False,True
CO2_atmosphere_1_M_earth_1_F_earth.csv,500,CO2,1_M_earth,1_F_earth,1.1655972750716422e-10,2.85193902388903e-06,H,16.753942239022688,2.851819505459256e-06,True,431.1763620665636,326.7447610558104,6636253.56385581,177.0,False,0.0002405835046701,0.0060803892726476,H,14.842537849188846,0.0060803892726476,True,485.19783394252266,347.32801334891,6656836.81614891,304.0,False,2064036.265487261,6.314717323654126,False,True
