SEQ='O '     NUCCHG= 8                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  16323956.6   NPRNTI= 3   NPRNTF= 3
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P3             (4)0( 1.5)        0.0 
     2          2S2 2P3             (2)2( 4.5)    31713.4 
     3          2S2 2P3             (2)1( 2.5)    43680.5 

   LS RESOLVED TERM INDEXING            BWNR=  16421397.0   NTRM= 501
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    25       7.25E-14  4.66E-14  2.40E-14  1.35E-14  7.14E-15  2.79E-15  1.29E-15  5.71E-16  1.84E-16  7.49E-17
             2.98E-17  8.61E-18  3.47E-18  1.55E-18  6.76E-19  3.99E-19  2.32E-19  1.01E-19  4.89E-20
    26       6.30E-14  3.99E-14  2.00E-14  1.10E-14  5.70E-15  2.17E-15  9.91E-16  4.33E-16  1.38E-16  5.58E-17
             2.20E-17  6.34E-18  2.54E-18  1.13E-18  4.85E-19  2.84E-19  1.64E-19  7.11E-20  3.40E-20
    27       5.53E-14  3.45E-14  1.69E-14  9.12E-15  4.63E-15  1.73E-15  7.79E-16  3.37E-16  1.06E-16  4.27E-17
             1.68E-17  4.82E-18  1.92E-18  8.48E-19  3.60E-19  2.09E-19  1.20E-19  5.16E-20  2.45E-20
    28       4.62E-14  2.82E-14  1.33E-14  7.03E-15  3.48E-15  1.27E-15  5.63E-16  2.40E-16  7.47E-17  2.99E-17
             1.17E-17  3.33E-18  1.32E-18  5.79E-19  2.42E-19  1.39E-19  7.96E-20  3.37E-20  1.58E-20
    29       3.78E-14  2.25E-14  1.03E-14  5.27E-15  2.55E-15  9.07E-16  3.96E-16  1.67E-16  5.13E-17  2.04E-17
             7.96E-18  2.25E-18  8.91E-19  3.86E-19  1.59E-19  9.10E-20  5.19E-20  2.26E-20  1.09E-20
    30       2.78E-14  1.59E-14  6.91E-15  3.42E-15  1.60E-15  5.52E-16  2.36E-16  9.83E-17  2.97E-17  1.17E-17
             4.54E-18  1.28E-18  5.01E-19  2.14E-19  8.68E-20  4.90E-20  2.77E-20  1.19E-20  5.69E-21
    31       2.24E-14  1.25E-14  5.24E-15  2.53E-15  1.17E-15  3.94E-16  1.67E-16  6.87E-17  2.06E-17  8.08E-18
             3.12E-18  8.72E-19  3.41E-19  1.45E-19  5.81E-20  3.26E-20  1.83E-20  7.77E-21  3.68E-21
    32       1.62E-14  8.72E-15  3.49E-15  1.64E-15  7.38E-16  2.43E-16  1.01E-16  4.13E-17  1.22E-17  4.77E-18
             1.83E-18  5.10E-19  1.98E-19  8.37E-20  3.30E-20  1.83E-20  1.02E-20  4.24E-21  1.98E-21
    33       1.26E-14  6.60E-15  2.56E-15  1.18E-15  5.21E-16  1.69E-16  6.97E-17  2.82E-17  8.29E-18  3.22E-18
             1.23E-18  3.42E-19  1.32E-19  5.56E-20  2.17E-20  1.19E-20  6.58E-21  2.70E-21  1.24E-21
    34       8.56E-15  4.32E-15  1.61E-15  7.21E-16  3.12E-16  9.90E-17  4.04E-17  1.62E-17  4.71E-18  1.82E-18
             6.93E-19  1.91E-19  7.38E-20  3.07E-20  1.18E-20  6.43E-21  3.56E-21  1.50E-21  7.14E-22
    35       6.28E-15  3.08E-15  1.11E-15  4.91E-16  2.10E-16  6.55E-17  2.65E-17  1.05E-17  3.05E-18  1.17E-18
             4.45E-19  1.22E-19  4.71E-20  1.95E-20  7.41E-21  4.01E-21  2.21E-21  9.20E-22  4.32E-22
    36       3.82E-15  1.81E-15  6.27E-16  2.70E-16  1.13E-16  3.47E-17  1.39E-17  5.48E-18  1.57E-18  6.00E-19
             2.27E-19  6.21E-20  2.38E-20  9.79E-21  3.67E-21  1.96E-21  1.07E-21  4.35E-22  2.00E-22
    37       2.70E-15  1.25E-15  4.24E-16  1.80E-16  7.47E-17  2.26E-17  9.00E-18  3.53E-18  1.01E-18  3.84E-19
             1.45E-19  3.95E-20  1.51E-20  6.18E-21  2.29E-21  1.22E-21  6.55E-22  2.62E-22  1.19E-22
    38       1.58E-15  7.10E-16  2.33E-16  9.75E-17  3.98E-17  1.19E-17  4.69E-18  1.83E-18  5.16E-19  1.96E-19
             7.37E-20  2.00E-20  7.63E-21  3.10E-21  1.14E-21  5.99E-22  3.24E-22  1.34E-22  6.26E-23
    39       1.06E-15  4.69E-16  1.51E-16  6.24E-17  2.53E-17  7.48E-18  2.93E-18  1.14E-18  3.20E-19  1.21E-19
             4.55E-20  1.23E-20  4.68E-21  1.90E-21  6.88E-22  3.61E-22  1.93E-22  7.87E-23  3.64E-23
    40       5.60E-16  2.41E-16  7.58E-17  3.09E-17  1.24E-17  3.61E-18  1.41E-18  5.42E-19  1.52E-19  5.72E-20
             2.14E-20  5.78E-21  2.19E-21  8.81E-22  3.16E-22  1.64E-22  8.66E-23  3.42E-23  1.55E-23
    41       3.89E-16  1.66E-16  5.15E-17  2.08E-17  8.30E-18  2.41E-18  9.36E-19  3.60E-19  1.00E-19  3.78E-20
             1.41E-20  3.81E-21  1.44E-21  5.78E-22  2.06E-22  1.06E-22  5.57E-23  2.16E-23  9.66E-24
    42       2.28E-16  9.58E-17  2.94E-17  1.18E-17  4.68E-18  1.35E-18  5.22E-19  2.00E-19  5.56E-20  2.09E-20
             7.78E-21  2.10E-21  7.91E-22  3.17E-22  1.12E-22  5.76E-23  3.05E-23  1.23E-23  5.71E-24


 -----------------------------------------
 PRTF= 2  TRMPRT= (2D)  SPNPRT= 2  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 3
   IREP
   ----
     3       1.57E-46  1.12E-46  7.31E-47  5.44E-47  4.29E-47  3.81E-47  4.92E-47  1.09E-46  6.22E-46  2.50E-45
             8.32E-45  2.72E-44  4.95E-44  7.34E-44  9.68E-44  1.01E-43  9.16E-44  6.29E-44  3.96E-44



 --------------------------------
 PRTI= 2  TRMPRT= (2D)  SPNPRT= 2

   INDX TE=  1.00E+01  2.00E+01  5.00E+01  1.00E+02  2.00E+02  5.00E+02  1.00E+03  2.00E+03  5.00E+03  1.00E+04
   ---- ---  2.00E+04  5.00E+04  1.00E+05  2.00E+05  5.00E+05  1.00E+06  2.00E+06  5.00E+06  1.00E+07
     1       3.27E-12  2.31E-12  1.46E-12  1.04E-12  7.33E-13  4.66E-13  3.32E-13  2.38E-13  1.57E-13  1.19E-13
             9.37E-14  7.47E-14  6.61E-14  5.80E-14  4.26E-14  2.88E-14  1.68E-14  6.72E-15  2.98E-15
     2       2.24E-12  1.59E-12  1.00E-12  7.10E-13  5.03E-13  3.20E-13  2.28E-13  1.64E-13  1.09E-13  8.32E-14
             6.69E-14  5.58E-14  5.20E-14  4.80E-14  3.74E-14  2.60E-14  1.54E-14  6.30E-15  2.82E-15
     7       1.28E-14  9.01E-15  5.67E-15  3.98E-15  2.78E-15  1.69E-15  1.13E-15  7.19E-16  3.64E-16  2.07E-16
             1.21E-16  7.01E-17  5.33E-17  4.21E-17  2.85E-17  1.87E-17  1.08E-17  4.33E-18  1.93E-18
    11       8.19E-18  5.78E-18  3.63E-18  2.54E-18  1.77E-18  1.06E-18  6.90E-19  4.25E-19  1.97E-19  9.83E-20
             4.46E-20  1.39E-20  5.38E-21  2.01E-21  5.29E-22  1.90E-22  6.78E-23  1.73E-23  6.13E-24
    13       4.82E-15  3.40E-15  2.13E-15  1.49E-15  1.03E-15  6.05E-16  3.86E-16  2.30E-16  1.01E-16  4.89E-17
             2.22E-17  7.90E-18  3.99E-18  2.30E-18  1.23E-18  7.47E-19  4.14E-19  1.62E-19  7.18E-20
    17       6.33E-18  4.46E-18  2.80E-18  1.95E-18  1.34E-18  7.79E-19  4.89E-19  2.85E-19  1.21E-19  5.66E-20
             2.42E-20  7.12E-21  2.68E-21  9.82E-22  2.55E-22  9.10E-23  3.23E-23  8.21E-24  2.91E-24
    21       2.36E-15  1.66E-15  1.04E-15  7.20E-16  4.90E-16  2.79E-16  1.70E-16  9.53E-17  3.80E-17  1.70E-17
             7.10E-18  2.13E-18  8.81E-19  3.94E-19  1.58E-19  8.37E-20  4.30E-20  1.60E-20  6.92E-21
    27       3.94E-18  2.77E-18  1.73E-18  1.19E-18  8.09E-19  4.56E-19  2.75E-19  1.52E-19  5.99E-20  2.65E-20
             1.09E-20  3.07E-21  1.14E-21  4.12E-22  1.06E-22  3.77E-23  1.34E-23  3.39E-24  1.20E-24
    31       1.37E-15  9.65E-16  5.99E-16  4.12E-16  2.75E-16  1.51E-16  8.79E-17  4.66E-17  1.73E-17  7.35E-18
             2.93E-18  8.24E-19  3.15E-19  1.25E-19  4.04E-20  1.84E-20  8.49E-21  2.91E-21  1.22E-21
    39       2.50E-18  1.76E-18  1.09E-18  7.46E-19  4.98E-19  2.70E-19  1.57E-19  8.26E-20  3.05E-20  1.29E-20
             5.14E-21  1.42E-21  5.18E-22  1.86E-22  4.77E-23  1.69E-23  6.01E-24  1.52E-24  5.38E-25
    43       8.89E-16  6.23E-16  3.84E-16  2.61E-16  1.72E-16  9.03E-17  5.04E-17  2.55E-17  8.90E-18  3.65E-18
             1.42E-18  3.85E-19  1.42E-19  5.33E-20  1.54E-20  6.31E-21  2.64E-21  8.27E-22  3.32E-22
    44       3.46E-15  2.45E-15  1.56E-15  1.12E-15  8.14E-16  5.59E-16  4.50E-16  4.03E-16  4.37E-16  5.42E-16
             7.03E-16  9.39E-16  1.08E-15  1.17E-15  1.19E-15  1.12E-15  9.45E-16  6.20E-16  3.82E-16
    54       1.67E-18  1.17E-18  7.20E-19  4.89E-19  3.20E-19  1.68E-19  9.33E-20  4.71E-20  1.65E-20  6.79E-21
             2.64E-21  7.13E-22  2.59E-22  9.27E-23  2.37E-23  8.39E-24  2.97E-24  7.53E-25  2.66E-25
    58       6.17E-16  4.32E-16  2.64E-16  1.78E-16  1.14E-16  5.78E-17  3.10E-17  1.51E-17  5.01E-18  2.00E-18
             7.62E-19  2.04E-19  7.41E-20  2.71E-20  7.36E-21  2.83E-21  1.11E-21  3.23E-22  1.25E-22
    71       9.88E-16  7.01E-16  4.47E-16  3.20E-16  2.33E-16  1.60E-16  1.29E-16  1.16E-16  1.28E-16  1.61E-16
             2.13E-16  2.93E-16  3.44E-16  3.77E-16  3.90E-16  3.68E-16  3.13E-16  2.06E-16  1.27E-16
    72       8.65E-14  6.11E-14  3.85E-14  2.71E-14  1.90E-14  1.17E-14  7.94E-15  5.23E-15  2.85E-15  1.82E-15
             1.34E-15  1.31E-15  1.46E-15  1.53E-15  1.30E-15  9.40E-16  5.77E-16  2.43E-16  1.10E-16
    73       1.68E-14  1.19E-14  7.50E-15  5.28E-15  3.70E-15  2.28E-15  1.55E-15  1.02E-15  5.56E-16  3.55E-16
             2.63E-16  2.58E-16  2.88E-16  3.01E-16  2.57E-16  1.86E-16  1.14E-16  4.81E-17  2.19E-17
    74       1.15E-13  8.13E-14  5.13E-14  3.61E-14  2.53E-14  1.56E-14  1.06E-14  6.97E-15  3.81E-15  2.44E-15
             1.82E-15  1.80E-15  2.02E-15  2.12E-15  1.81E-15  1.31E-15  8.08E-16  3.40E-16  1.55E-16
    75       3.59E-14  2.54E-14  1.60E-14  1.13E-14  7.88E-15  4.86E-15  3.30E-15  2.18E-15  1.20E-15  7.70E-16
             5.79E-16  5.84E-16  6.62E-16  7.00E-16  6.00E-16  4.36E-16  2.68E-16  1.13E-16  5.15E-17
    78       1.99E-14  1.41E-14  8.88E-15  6.26E-15  4.39E-15  2.73E-15  1.87E-15  1.26E-15  7.18E-16  4.94E-16
             4.21E-16  5.16E-16  6.45E-16  7.22E-16  6.46E-16  4.77E-16  2.97E-16  1.26E-16  5.76E-17
    79       5.38E-15  3.80E-15  2.40E-15  1.69E-15  1.19E-15  7.44E-16  5.15E-16  3.51E-16  2.08E-16  1.51E-16
             1.43E-16  2.00E-16  2.64E-16  3.06E-16  2.80E-16  2.09E-16  1.31E-16  5.58E-17  2.55E-17
    80       6.06E-17  4.19E-17  2.49E-17  1.58E-17  9.11E-18  3.89E-18  5.18E-18  1.65E-17  5.69E-17  1.11E-16
             1.78E-16  2.61E-16  3.03E-16  3.25E-16  3.27E-16  3.05E-16  2.58E-16  1.69E-16  1.04E-16
    81       1.83E-17  1.27E-17  7.52E-18  4.78E-18  2.76E-18  1.18E-18  1.59E-18  5.09E-18  1.78E-17  3.51E-17
             5.71E-17  8.51E-17  9.96E-17  1.07E-16  1.08E-16  1.01E-16  8.57E-17  5.62E-17  3.46E-17
    82       9.51E-15  6.72E-15  4.24E-15  2.99E-15  2.10E-15  1.30E-15  8.85E-16  5.87E-16  3.17E-16  1.83E-16
             9.71E-17  3.67E-17  1.61E-17  6.63E-18  1.92E-18  7.30E-19  2.72E-19  7.19E-20  2.59E-20
    83       2.00E-13  1.41E-13  8.90E-14  6.27E-14  4.40E-14  2.72E-14  1.86E-14  1.23E-14  6.65E-15  3.84E-15
             2.04E-15  7.71E-16  3.38E-16  1.39E-16  4.04E-17  1.53E-17  5.71E-18  1.51E-18  5.44E-19
    84       2.56E-13  1.81E-13  1.14E-13  8.04E-14  5.65E-14  3.49E-14  2.38E-14  1.58E-14  8.53E-15  4.93E-15
             2.62E-15  9.90E-16  4.34E-16  1.79E-16  5.19E-17  1.97E-17  7.33E-18  1.94E-18  6.99E-19
    86       8.53E-14  6.03E-14  3.80E-14  2.68E-14  1.88E-14  1.16E-14  7.94E-15  5.27E-15  2.84E-15  1.64E-15
             8.71E-16  3.30E-16  1.44E-16  5.95E-17  1.73E-17  6.56E-18  2.44E-18  6.46E-19  2.33E-19
    87       1.42E-13  1.00E-13  6.33E-14  4.46E-14  3.13E-14  1.94E-14  1.32E-14  8.77E-15  4.73E-15  2.73E-15
             1.45E-15  5.49E-16  2.41E-16  9.92E-17  2.88E-17  1.09E-17  4.07E-18  1.08E-18  3.88E-19
    88       2.83E-14  2.00E-14  1.26E-14  8.90E-15  6.24E-15  3.86E-15  2.64E-15  1.75E-15  9.44E-16  5.46E-16
             2.90E-16  1.10E-16  4.81E-17  1.98E-17  5.75E-18  2.18E-18  8.13E-19  2.15E-19  7.75E-20
    89       8.47E-14  5.99E-14  3.78E-14  2.66E-14  1.87E-14  1.16E-14  7.89E-15  5.23E-15  2.82E-15  1.63E-15
             8.67E-16  3.28E-16  1.44E-16  5.93E-17  1.72E-17  6.54E-18  2.44E-18  6.44E-19  2.32E-19
    90       2.81E-14  1.99E-14  1.25E-14  8.83E-15  6.20E-15  3.83E-15  2.62E-15  1.74E-15  9.38E-16  5.43E-16
             2.88E-16  1.09E-16  4.79E-17  1.97E-17  5.73E-18  2.18E-18  8.10E-19  2.14E-19  7.73E-20
    91       4.67E-14  3.30E-14  2.08E-14  1.47E-14  1.03E-14  6.37E-15  4.35E-15  2.89E-15  1.56E-15  9.02E-16
             4.79E-16  1.82E-16  7.96E-17  3.28E-17  9.53E-18  3.62E-18  1.35E-18  3.57E-19  1.29E-19
    92       6.52E-14  4.60E-14  2.90E-14  2.05E-14  1.44E-14  8.89E-15  6.07E-15  4.03E-15  2.18E-15  1.26E-15
             6.69E-16  2.54E-16  1.11E-16  4.59E-17  1.33E-17  5.06E-18  1.89E-18  4.99E-19  1.80E-19
    93       2.58E-17  1.83E-17  1.15E-17  8.16E-18  5.77E-18  3.64E-18  2.56E-18  1.80E-18  1.15E-18  9.33E-19
             1.05E-18  1.77E-18  2.52E-18  3.04E-18  2.86E-18  2.16E-18  1.36E-18  5.84E-19  2.68E-19
    94       2.25E-17  1.59E-17  1.01E-17  7.11E-18  5.03E-18  3.18E-18  2.24E-18  1.58E-18  1.02E-18  8.44E-19
             9.70E-19  1.67E-18  2.41E-18  2.92E-18  2.76E-18  2.08E-18  1.31E-18  5.64E-19  2.59E-19
    95       5.50E-14  3.88E-14  2.45E-14  1.72E-14  1.20E-14  7.33E-15  4.91E-15  3.15E-15  1.61E-15  9.20E-16
             5.62E-16  4.40E-16  4.66E-16  4.87E-16  4.17E-16  3.04E-16  1.87E-16  7.92E-17  3.61E-17
    96       1.08E-14  7.61E-15  4.79E-15  3.37E-15  2.35E-15  1.44E-15  9.63E-16  6.19E-16  3.17E-16  1.81E-16
             1.11E-16  8.73E-17  9.29E-17  9.70E-17  8.33E-17  6.07E-17  3.74E-17  1.58E-17  7.20E-18
    97       7.44E-14  5.25E-14  3.31E-14  2.33E-14  1.62E-14  9.92E-15  6.65E-15  4.28E-15  2.19E-15  1.25E-15
             7.71E-16  6.09E-16  6.49E-16  6.79E-16  5.83E-16  4.25E-16  2.62E-16  1.11E-16  5.05E-17
    98       2.37E-14  1.67E-14  1.05E-14  7.40E-15  5.17E-15  3.16E-15  2.12E-15  1.37E-15  7.02E-16  4.04E-16
             2.50E-16  2.00E-16  2.15E-16  2.25E-16  1.94E-16  1.42E-16  8.73E-17  3.69E-17  1.68E-17
    99       1.88E-14  1.33E-14  8.37E-15  5.89E-15  4.13E-15  2.55E-15  1.73E-15  1.14E-15  6.05E-16  3.64E-16
             2.42E-16  2.22E-16  2.55E-16  2.76E-16  2.42E-16  1.78E-16  1.10E-16  4.67E-17  2.13E-17
   100       5.93E-15  4.19E-15  2.65E-15  1.87E-15  1.31E-15  8.19E-16  5.66E-16  3.81E-16  2.14E-16  1.37E-16
             1.00E-16  1.07E-16  1.30E-16  1.46E-16  1.30E-16  9.61E-17  5.97E-17  2.54E-17  1.16E-17
   101       4.48E-16  3.14E-16  1.94E-16  1.32E-16  8.63E-17  4.36E-17  2.25E-17  1.24E-17  2.31E-17  4.67E-17
             7.60E-17  1.10E-16  1.27E-16  1.35E-16  1.34E-16  1.25E-16  1.05E-16  6.89E-17  4.25E-17
   102       1.39E-16  9.74E-17  6.02E-17  4.09E-17  2.68E-17  1.36E-17  7.00E-18  3.87E-18  7.42E-18  1.52E-17
             2.49E-17  3.64E-17  4.20E-17  4.46E-17  4.46E-17  4.15E-17  3.50E-17  2.29E-17  1.42E-17
   103       1.17E-16  8.25E-17  5.23E-17  3.72E-17  2.66E-17  1.73E-17  1.28E-17  9.74E-18  7.64E-18  8.25E-18
             1.30E-17  2.88E-17  4.51E-17  5.73E-17  5.60E-17  4.29E-17  2.73E-17  1.18E-17  5.42E-18
   104       5.86E-15  4.14E-15  2.61E-15  1.84E-15  1.29E-15  7.99E-16  5.46E-16  3.63E-16  1.96E-16  1.13E-16
             6.01E-17  2.27E-17  9.95E-18  4.10E-18  1.19E-18  4.51E-19  1.68E-19  4.43E-20  1.60E-20
   105       1.23E-13  8.69E-14  5.48E-14  3.86E-14  2.71E-14  1.68E-14  1.15E-14  7.61E-15  4.11E-15  2.38E-15
             1.26E-15  4.77E-16  2.09E-16  8.60E-17  2.49E-17  9.46E-18  3.52E-18  9.31E-19  3.36E-19
   106       1.58E-13  1.12E-13  7.04E-14  4.96E-14  3.48E-14  2.15E-14  1.47E-14  9.77E-15  5.28E-15  3.05E-15
             1.62E-15  6.13E-16  2.68E-16  1.11E-16  3.20E-17  1.22E-17  4.53E-18  1.20E-18  4.31E-19
   107       5.25E-14  3.71E-14  2.34E-14  1.65E-14  1.16E-14  7.17E-15  4.90E-15  3.25E-15  1.76E-15  1.02E-15
             5.39E-16  2.04E-16  8.94E-17  3.68E-17  1.07E-17  4.05E-18  1.51E-18  3.99E-19  1.44E-19
   108       8.74E-14  6.18E-14  3.90E-14  2.75E-14  1.93E-14  1.19E-14  8.15E-15  5.41E-15  2.92E-15  1.69E-15
             8.98E-16  3.40E-16  1.49E-16  6.13E-17  1.78E-17  6.75E-18  2.51E-18  6.64E-19  2.39E-19
   109       1.74E-14  1.23E-14  7.78E-15  5.48E-15  3.85E-15  2.38E-15  1.63E-15  1.08E-15  5.84E-16  3.38E-16
             1.79E-16  6.79E-17  2.97E-17  1.23E-17  3.55E-18  1.35E-18  5.02E-19  1.33E-19  4.78E-20
   110       5.22E-14  3.69E-14  2.33E-14  1.64E-14  1.15E-14  7.12E-15  4.87E-15  3.23E-15  1.75E-15  1.01E-15
             5.37E-16  2.03E-16  8.91E-17  3.67E-17  1.06E-17  4.04E-18  1.50E-18  3.98E-19  1.43E-19
   111       1.73E-14  1.22E-14  7.72E-15  5.44E-15  3.82E-15  2.36E-15  1.62E-15  1.07E-15  5.80E-16  3.36E-16
             1.79E-16  6.76E-17  2.96E-17  1.22E-17  3.54E-18  1.34E-18  5.01E-19  1.32E-19  4.77E-20
   112       2.88E-14  2.03E-14  1.28E-14  9.03E-15  6.34E-15  3.93E-15  2.68E-15  1.78E-15  9.65E-16  5.59E-16
             2.97E-16  1.13E-16  4.93E-17  2.03E-17  5.90E-18  2.24E-18  8.33E-19  2.20E-19  7.94E-20
   113       8.31E-14  5.87E-14  3.69E-14  2.59E-14  1.80E-14  1.08E-14  7.13E-15  4.45E-15  2.12E-15  1.08E-15
             5.02E-16  1.60E-16  6.24E-17  2.34E-17  6.16E-18  2.21E-18  7.87E-19  2.00E-19  7.08E-20
   114       4.62E-14  3.26E-14  2.05E-14  1.44E-14  9.99E-15  6.02E-15  3.96E-15  2.47E-15  1.18E-15  6.01E-16
             2.79E-16  8.88E-17  3.47E-17  1.30E-17  3.42E-18  1.23E-18  4.37E-19  1.11E-19  3.94E-20
   115       1.54E-14  1.09E-14  6.83E-15  4.79E-15  3.33E-15  2.01E-15  1.32E-15  8.24E-16  3.92E-16  2.00E-16
             9.30E-17  2.96E-17  1.16E-17  4.33E-18  1.14E-18  4.09E-19  1.46E-19  3.70E-20  1.31E-20
   116       6.46E-14  4.56E-14  2.87E-14  2.01E-14  1.40E-14  8.43E-15  5.55E-15  3.46E-15  1.65E-15  8.42E-16
             3.91E-16  1.24E-16  4.86E-17  1.82E-17  4.79E-18  1.72E-18  6.12E-19  1.56E-19  5.51E-20
   117       1.02E-13  7.17E-14  4.51E-14  3.16E-14  2.20E-14  1.33E-14  8.71E-15  5.44E-15  2.59E-15  1.32E-15
             6.14E-16  1.95E-16  7.63E-17  2.86E-17  7.53E-18  2.70E-18  9.62E-19  2.44E-19  8.66E-20
   118       9.23E-15  6.52E-15  4.10E-15  2.87E-15  2.00E-15  1.20E-15  7.92E-16  4.94E-16  2.35E-16  1.20E-16
             5.58E-17  1.78E-17  6.94E-18  2.60E-18  6.85E-19  2.46E-19  8.75E-20  2.22E-20  7.87E-21
   119       3.39E-14  2.39E-14  1.50E-14  1.05E-14  7.33E-15  4.42E-15  2.90E-15  1.81E-15  8.63E-16  4.41E-16
             2.05E-16  6.51E-17  2.54E-17  9.54E-18  2.51E-18  9.00E-19  3.21E-19  8.15E-20  2.89E-20
   120       2.77E-14  1.96E-14  1.23E-14  8.62E-15  6.00E-15  3.61E-15  2.38E-15  1.48E-15  7.06E-16  3.61E-16
             1.67E-16  5.33E-17  2.08E-17  7.80E-18  2.05E-18  7.36E-19  2.62E-19  6.67E-20  2.36E-20
   121       2.77E-14  1.96E-14  1.23E-14  8.62E-15  6.00E-15  3.61E-15  2.38E-15  1.48E-15  7.06E-16  3.61E-16
             1.67E-16  5.33E-17  2.08E-17  7.80E-18  2.05E-18  7.36E-19  2.62E-19  6.67E-20  2.36E-20
   122       2.15E-14  1.52E-14  9.57E-15  6.71E-15  4.66E-15  2.81E-15  1.85E-15  1.15E-15  5.49E-16  2.81E-16
             1.30E-16  4.14E-17  1.62E-17  6.07E-18  1.60E-18  5.73E-19  2.04E-19  5.19E-20  1.84E-20
   123       4.01E-14  2.83E-14  1.79E-14  1.26E-14  8.85E-15  5.48E-15  3.75E-15  2.49E-15  1.35E-15  7.80E-16
             4.15E-16  1.57E-16  6.89E-17  2.84E-17  8.24E-18  3.13E-18  1.17E-18  3.08E-19  1.11E-19
   124       3.48E-14  2.46E-14  1.55E-14  1.09E-14  7.56E-15  4.59E-15  3.04E-15  1.93E-15  9.57E-16  5.27E-16
             3.00E-16  2.09E-16  2.12E-16  2.18E-16  1.87E-16  1.37E-16  8.43E-17  3.57E-17  1.62E-17
   125       6.85E-15  4.83E-15  3.04E-15  2.14E-15  1.49E-15  9.03E-16  5.99E-16  3.80E-16  1.89E-16  1.04E-16
             5.95E-17  4.15E-17  4.22E-17  4.36E-17  3.74E-17  2.73E-17  1.69E-17  7.13E-18  3.25E-18
   126       4.75E-14  3.35E-14  2.11E-14  1.48E-14  1.03E-14  6.26E-15  4.16E-15  2.64E-15  1.31E-15  7.24E-16
             4.14E-16  2.90E-16  2.95E-16  3.05E-16  2.62E-16  1.91E-16  1.18E-16  4.99E-17  2.27E-17
   127       1.53E-14  1.08E-14  6.79E-15  4.76E-15  3.32E-15  2.02E-15  1.34E-15  8.52E-16  4.25E-16  2.36E-16
             1.35E-16  9.57E-17  9.79E-17  1.01E-16  8.72E-17  6.37E-17  3.93E-17  1.66E-17  7.58E-18
   128       1.38E-14  9.77E-15  6.16E-15  4.33E-15  3.03E-15  1.86E-15  1.25E-15  8.11E-16  4.19E-16  2.40E-16
             1.45E-16  1.12E-16  1.20E-16  1.27E-16  1.11E-16  8.12E-17  5.02E-17  2.13E-17  9.70E-18
   129       4.99E-15  3.52E-15  2.23E-15  1.57E-15  1.10E-15  6.86E-16  4.71E-16  3.14E-16  1.70E-16  1.02E-16
             6.56E-17  5.67E-17  6.39E-17  6.90E-17  6.07E-17  4.47E-17  2.77E-17  1.17E-17  5.36E-18
   130       5.58E-16  3.92E-16  2.42E-16  1.65E-16  1.09E-16  5.67E-17  3.03E-17  1.49E-17  1.33E-17  2.39E-17
             3.88E-17  5.65E-17  6.46E-17  6.82E-17  6.76E-17  6.26E-17  5.28E-17  3.46E-17  2.14E-17
   131       1.76E-16  1.23E-16  7.63E-17  5.21E-17  3.44E-17  1.79E-17  9.58E-18  4.71E-18  4.32E-18  7.83E-18
             1.28E-17  1.87E-17  2.15E-17  2.27E-17  2.25E-17  2.09E-17  1.76E-17  1.15E-17  7.13E-18
   132       5.64E-17  4.00E-17  2.55E-17  1.82E-17  1.32E-17  9.00E-18  7.12E-18  6.12E-18  6.25E-18  8.97E-18
             1.79E-17  4.62E-17  7.59E-17  9.92E-17  9.88E-17  7.64E-17  4.88E-17  2.12E-17  9.75E-18
   133       1.73E-14  1.22E-14  7.64E-15  5.32E-15  3.65E-15  2.12E-15  1.33E-15  7.72E-16  3.25E-16  1.50E-16
             6.37E-17  1.85E-17  6.88E-18  2.51E-18  6.46E-19  2.30E-19  8.15E-20  2.06E-20  7.31E-21
   134       5.77E-15  4.07E-15  2.55E-15  1.77E-15  1.22E-15  7.07E-16  4.43E-16  2.57E-16  1.08E-16  5.01E-17
             2.12E-17  6.15E-18  2.29E-18  8.35E-19  2.15E-19  7.66E-20  2.72E-20  6.88E-21  2.44E-21
   135       2.42E-14  1.71E-14  1.07E-14  7.45E-15  5.11E-15  2.97E-15  1.86E-15  1.08E-15  4.55E-16  2.11E-16
             8.91E-17  2.58E-17  9.64E-18  3.51E-18  9.04E-19  3.22E-19  1.14E-19  2.89E-20  1.02E-20
   136       8.08E-15  5.69E-15  3.57E-15  2.48E-15  1.70E-15  9.90E-16  6.20E-16  3.60E-16  1.52E-16  7.02E-17
             2.97E-17  8.61E-18  3.21E-18  1.17E-18  3.01E-19  1.07E-19  3.80E-20  9.64E-21  3.41E-21
   137       3.12E-14  2.20E-14  1.38E-14  9.57E-15  6.57E-15  3.82E-15  2.39E-15  1.39E-15  5.85E-16  2.71E-16
             1.15E-16  3.32E-17  1.24E-17  4.51E-18  1.16E-18  4.13E-19  1.47E-19  3.72E-20  1.31E-20
   138       1.04E-14  7.32E-15  4.58E-15  3.19E-15  2.19E-15  1.27E-15  7.97E-16  4.63E-16  1.95E-16  9.02E-17
             3.82E-17  1.11E-17  4.13E-18  1.50E-18  3.87E-19  1.38E-19  4.89E-20  1.24E-20  4.38E-21
