SEQ='N '     NUCCHG= 7                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  11835491.1   NPRNTI= 4   NPRNTF= 4
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P2             (3)1( 4.0)        0.0 
     2          2S2 2P2             (1)2( 2.0)    17957.0 
     3          2S2 2P2             (1)0( 0.0)    32477.5 
     4          2S1 2P3             (5)0( 2.0)    39696.0 

   LS RESOLVED TERM INDEXING            BWNR=  11943486.1   NTRM= 406
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             7.39E-17  2.03E-17  7.40E-18  2.66E-18  6.79E-19  2.41E-19  8.54E-20  2.16E-20  7.64E-21
   121       1.59E-14  1.12E-14  6.98E-15  4.81E-15  3.24E-15  1.80E-15  1.06E-15  5.74E-16  2.17E-16  9.28E-17
             3.69E-17  1.02E-17  3.70E-18  1.33E-18  3.40E-19  1.21E-19  4.27E-20  1.08E-20  3.82E-21
   122       3.77E-14  2.65E-14  1.65E-14  1.14E-14  7.65E-15  4.25E-15  2.52E-15  1.36E-15  5.12E-16  2.19E-16
             8.73E-17  2.40E-17  8.75E-18  3.14E-18  8.03E-19  2.85E-19  1.01E-19  2.55E-20  9.03E-21
   123       1.88E-14  1.32E-14  8.24E-15  5.68E-15  3.83E-15  2.13E-15  1.26E-15  6.79E-16  2.56E-16  1.10E-16
             4.37E-17  1.20E-17  4.37E-18  1.57E-18  4.01E-19  1.42E-19  5.04E-20  1.28E-20  4.52E-21
   124       2.39E-14  1.69E-14  1.07E-14  7.51E-15  5.28E-15  3.27E-15  2.23E-15  1.48E-15  7.99E-16  4.62E-16
             2.46E-16  9.33E-17  4.11E-17  1.70E-17  4.95E-18  1.88E-18  6.99E-19  1.84E-19  6.63E-20
   125       3.31E-14  2.34E-14  1.47E-14  1.03E-14  7.17E-15  4.32E-15  2.84E-15  1.76E-15  8.35E-16  4.25E-16
             1.96E-16  6.23E-17  2.43E-17  9.10E-18  2.39E-18  8.58E-19  3.06E-19  7.77E-20  2.75E-20
   126       1.66E-14  1.17E-14  7.36E-15  5.16E-15  3.59E-15  2.16E-15  1.42E-15  8.82E-16  4.17E-16  2.12E-16
             9.82E-17  3.11E-17  1.21E-17  4.55E-18  1.20E-18  4.29E-19  1.53E-19  3.88E-20  1.38E-20
   127       9.61E-15  6.74E-15  4.16E-15  2.83E-15  1.86E-15  9.80E-16  5.46E-16  2.75E-16  9.46E-17  3.83E-17
             1.47E-17  3.92E-18  1.41E-18  5.04E-19  1.28E-19  4.54E-20  1.61E-20  4.07E-21  1.44E-21
   128       4.81E-15  3.37E-15  2.08E-15  1.41E-15  9.31E-16  4.90E-16  2.73E-16  1.37E-16  4.73E-17  1.92E-17
             7.34E-18  1.96E-18  7.05E-19  2.52E-19  6.41E-20  2.27E-20  8.03E-21  2.03E-21  7.19E-22
   129       1.14E-14  7.96E-15  4.92E-15  3.34E-15  2.20E-15  1.16E-15  6.46E-16  3.25E-16  1.12E-16  4.53E-17
             1.74E-17  4.63E-18  1.67E-18  5.95E-19  1.51E-19  5.36E-20  1.90E-20  4.81E-21  1.70E-21
   130       5.68E-15  3.98E-15  2.46E-15  1.67E-15  1.10E-15  5.79E-16  3.23E-16  1.62E-16  5.59E-17  2.27E-17
             8.68E-18  2.31E-18  8.34E-19  2.98E-19  7.57E-20  2.68E-20  9.49E-21  2.40E-21  8.50E-22
   131       1.31E-14  9.19E-15  5.67E-15  3.86E-15  2.54E-15  1.34E-15  7.45E-16  3.74E-16  1.29E-16  5.23E-17
             2.00E-17  5.34E-18  1.92E-18  6.87E-19  1.75E-19  6.19E-20  2.19E-20  5.55E-21  1.96E-21
   132       6.55E-15  4.60E-15  2.84E-15  1.93E-15  1.27E-15  6.68E-16  3.72E-16  1.87E-16  6.45E-17  2.61E-17
             1.00E-17  2.67E-18  9.62E-19  3.43E-19  8.74E-20  3.09E-20  1.10E-20  2.77E-21  9.80E-22
   133       3.40E-14  2.40E-14  1.52E-14  1.07E-14  7.50E-15  4.65E-15  3.18E-15  2.11E-15  1.14E-15  6.59E-16
             3.50E-16  1.33E-16  5.86E-17  2.42E-17  7.06E-18  2.68E-18  9.98E-19  2.63E-19  9.47E-20
   134       5.95E-14  4.20E-14  2.64E-14  1.85E-14  1.29E-14  7.75E-15  5.09E-15  3.17E-15  1.50E-15  7.64E-16
             3.53E-16  1.12E-16  4.37E-17  1.63E-17  4.30E-18  1.54E-18  5.49E-19  1.40E-19  4.94E-20
   135       2.97E-14  2.10E-14  1.32E-14  9.25E-15  6.43E-15  3.88E-15  2.54E-15  1.58E-15  7.50E-16  3.82E-16
             1.76E-16  5.59E-17  2.18E-17  8.17E-18  2.15E-18  7.71E-19  2.75E-19  6.98E-20  2.47E-20
   136       4.58E-14  3.23E-14  2.03E-14  1.43E-14  9.91E-15  5.98E-15  3.93E-15  2.44E-15  1.16E-15  5.91E-16
             2.73E-16  8.66E-17  3.38E-17  1.27E-17  3.33E-18  1.20E-18  4.26E-19  1.08E-19  3.83E-20
   137       2.29E-14  1.62E-14  1.02E-14  7.13E-15  4.96E-15  2.99E-15  1.96E-15  1.22E-15  5.80E-16  2.95E-16
             1.37E-16  4.33E-17  1.69E-17  6.33E-18  1.67E-18  5.97E-19  2.13E-19  5.41E-20  1.92E-20
   138       1.66E-14  1.17E-14  7.40E-15  5.21E-15  3.66E-15  2.27E-15  1.56E-15  1.04E-15  5.61E-16  3.25E-16
             1.73E-16  6.61E-17  2.91E-17  1.21E-17  3.51E-18  1.33E-18  4.97E-19  1.31E-19  4.71E-20
   139       1.21E-15  8.55E-16  5.35E-16  3.72E-16  2.55E-16  1.49E-16  9.46E-17  5.68E-17  2.68E-17  1.55E-17
             1.06E-17  9.32E-18  9.27E-18  8.55E-18  6.19E-18  4.05E-18  2.29E-18  8.93E-19  3.91E-19
   140       1.18E-14  8.33E-15  5.22E-15  3.63E-15  2.49E-15  1.46E-15  9.27E-16  5.58E-16  2.64E-16  1.53E-16
             1.05E-16  9.29E-17  9.25E-17  8.54E-17  6.19E-17  4.05E-17  2.29E-17  8.93E-18  3.91E-18
   141       6.98E-15  4.92E-15  3.08E-15  2.14E-15  1.47E-15  8.62E-16  5.48E-16  3.31E-16  1.57E-16  9.10E-17
             6.29E-17  5.57E-17  5.55E-17  5.12E-17  3.71E-17  2.43E-17  1.37E-17  5.35E-18  2.34E-18
   142       4.42E-15  3.12E-15  1.96E-15  1.37E-15  9.46E-16  5.63E-16  3.65E-16  2.26E-16  1.11E-16  6.69E-17
             4.84E-17  4.50E-17  4.55E-17  4.23E-17  3.08E-17  2.02E-17  1.14E-17  4.46E-18  1.95E-18
   143       2.47E-15  1.74E-15  1.09E-15  7.66E-16  5.31E-16  3.17E-16  2.07E-16  1.29E-16  6.41E-17  3.89E-17
             2.85E-17  2.68E-17  2.72E-17  2.54E-17  1.85E-17  1.21E-17  6.85E-18  2.67E-18  1.17E-18
   144       1.51E-15  1.06E-15  6.69E-16  4.69E-16  3.26E-16  1.96E-16  1.29E-16  8.06E-17  4.07E-17  2.50E-17
             1.86E-17  1.77E-17  1.81E-17  1.69E-17  1.23E-17  8.06E-18  4.56E-18  1.78E-18  7.80E-19
   145       7.37E-15  5.21E-15  3.28E-15  2.31E-15  1.62E-15  1.00E-15  6.82E-16  4.51E-16  2.42E-16  1.39E-16
             7.37E-17  2.79E-17  1.22E-17  5.07E-18  1.48E-18  5.64E-19  2.10E-19  5.55E-20  2.00E-20
   146       3.43E-14  2.42E-14  1.53E-14  1.08E-14  7.55E-15  4.66E-15  3.17E-15  2.10E-15  1.13E-15  6.49E-16
             3.44E-16  1.30E-16  5.71E-17  2.36E-17  6.90E-18  2.63E-18  9.80E-19  2.59E-19  9.32E-20
   147       1.47E-14  1.04E-14  6.54E-15  4.60E-15  3.23E-15  1.99E-15  1.36E-15  8.99E-16  4.82E-16  2.78E-16
             1.47E-16  5.57E-17  2.45E-17  1.01E-17  2.96E-18  1.13E-18  4.20E-19  1.11E-19  3.99E-20
   148       2.95E-14  2.08E-14  1.30E-14  9.06E-15  6.22E-15  3.61E-15  2.26E-15  1.31E-15  5.51E-16  2.54E-16
             1.07E-16  3.11E-17  1.16E-17  4.22E-18  1.09E-18  3.86E-19  1.37E-19  3.47E-20  1.23E-20
   149       1.47E-14  1.04E-14  6.51E-15  4.53E-15  3.11E-15  1.81E-15  1.13E-15  6.55E-16  2.75E-16  1.27E-16
             5.37E-17  1.55E-17  5.80E-18  2.11E-18  5.43E-19  1.93E-19  6.85E-20  1.74E-20  6.14E-21
   150       3.79E-14  2.67E-14  1.67E-14  1.17E-14  7.99E-15  4.64E-15  2.91E-15  1.69E-15  7.08E-16  3.27E-16
             1.38E-16  4.00E-17  1.49E-17  5.42E-18  1.40E-18  4.97E-19  1.76E-19  4.47E-20  1.58E-20
   151       1.90E-14  1.34E-14  8.37E-15  5.83E-15  4.00E-15  2.32E-15  1.45E-15  8.43E-16  3.54E-16  1.63E-16
             6.90E-17  2.00E-17  7.45E-18  2.71E-18  6.98E-19  2.48E-19  8.81E-20  2.23E-20  7.90E-21
   152       4.64E-14  3.27E-14  2.05E-14  1.42E-14  9.77E-15  5.68E-15  3.55E-15  2.06E-15  8.65E-16  3.99E-16
             1.69E-16  4.89E-17  1.82E-17  6.63E-18  1.71E-18  6.07E-19  2.15E-19  5.46E-20  1.93E-20
   153       2.32E-14  1.63E-14  1.02E-14  7.12E-15  4.88E-15  2.84E-15  1.78E-15  1.03E-15  4.33E-16  2.00E-16
             8.44E-17  2.44E-17  9.11E-18  3.31E-18  8.54E-19  3.04E-19  1.08E-19  2.73E-20  9.66E-21
   154       2.65E-14  1.86E-14  1.16E-14  7.98E-15  5.37E-15  2.98E-15  1.77E-15  9.52E-16  3.59E-16  1.54E-16
             6.12E-17  1.68E-17  6.13E-18  2.20E-18  5.63E-19  2.00E-19  7.07E-20  1.79E-20  6.33E-21
   155       1.32E-14  9.30E-15  5.79E-15  3.99E-15  2.69E-15  1.49E-15  8.83E-16  4.76E-16  1.79E-16  7.69E-17
             3.06E-17  8.41E-18  3.07E-18  1.10E-18  2.81E-19  9.98E-20  3.53E-20  8.95E-21  3.16E-21
   156       3.23E-14  2.27E-14  1.42E-14  9.75E-15  6.57E-15  3.65E-15  2.16E-15  1.16E-15  4.39E-16  1.88E-16
             7.48E-17  2.06E-17  7.49E-18  2.69E-18  6.88E-19  2.44E-19  8.64E-20  2.19E-20  7.74E-21
   157       1.62E-14  1.14E-14  7.08E-15  4.88E-15  3.28E-15  1.82E-15  1.08E-15  5.82E-16  2.19E-16  9.39E-17
             3.74E-17  1.03E-17  3.75E-18  1.35E-18  3.44E-19  1.22E-19  4.32E-20  1.09E-20  3.87E-21
   158       3.82E-14  2.69E-14  1.67E-14  1.15E-14  7.76E-15  4.31E-15  2.55E-15  1.37E-15  5.18E-16  2.22E-16
             8.84E-17  2.43E-17  8.85E-18  3.18E-18  8.13E-19  2.88E-19  1.02E-19  2.59E-20  9.14E-21
   159       1.91E-14  1.34E-14  8.36E-15  5.76E-15  3.88E-15  2.15E-15  1.27E-15  6.87E-16  2.59E-16  1.11E-16
             4.42E-17  1.21E-17  4.43E-18  1.59E-18  4.06E-19  1.44E-19  5.10E-20  1.29E-20  4.57E-21
   160       1.68E-14  1.19E-14  7.51E-15  5.29E-15  3.71E-15  2.30E-15  1.57E-15  1.04E-15  5.58E-16  3.22E-16
             1.71E-16  6.48E-17  2.84E-17  1.18E-17  3.44E-18  1.31E-18  4.89E-19  1.29E-19  4.65E-20
   161       2.46E-14  1.74E-14  1.09E-14  7.66E-15  5.32E-15  3.20E-15  2.10E-15  1.30E-15  6.15E-16  3.12E-16
             1.44E-16  4.56E-17  1.78E-17  6.66E-18  1.75E-18  6.28E-19  2.24E-19  5.69E-20  2.01E-20
   162       1.23E-14  8.69E-15  5.47E-15  3.83E-15  2.66E-15  1.60E-15  1.05E-15  6.51E-16  3.08E-16  1.56E-16
             7.21E-17  2.28E-17  8.90E-18  3.33E-18  8.76E-19  3.14E-19  1.12E-19  2.84E-20  1.01E-20
   163       1.60E-14  1.12E-14  6.93E-15  4.71E-15  3.10E-15  1.63E-15  9.10E-16  4.57E-16  1.58E-16  6.39E-17
             2.44E-17  6.52E-18  2.35E-18  8.39E-19  2.13E-19  7.56E-20  2.68E-20  6.77E-21  2.39E-21
   164       8.01E-15  5.61E-15  3.47E-15  2.36E-15  1.55E-15  8.16E-16  4.55E-16  2.29E-16  7.88E-17  3.19E-17
             1.22E-17  3.26E-18  1.17E-18  4.19E-19  1.07E-19  3.78E-20  1.34E-20  3.39E-21  1.20E-21
   165       1.89E-14  1.33E-14  8.19E-15  5.57E-15  3.67E-15  1.93E-15  1.08E-15  5.40E-16  1.86E-16  7.55E-17
             2.89E-17  7.71E-18  2.78E-18  9.91E-19  2.52E-19  8.93E-20  3.16E-20  8.00E-21  2.83E-21
   166       9.46E-15  6.64E-15  4.10E-15  2.79E-15  1.83E-15  9.64E-16  5.38E-16  2.70E-16  9.31E-17  3.77E-17
             1.44E-17  3.85E-18  1.39E-18  4.95E-19  1.26E-19  4.47E-20  1.58E-20  4.00E-21  1.41E-21
   167       2.18E-14  1.53E-14  9.45E-15  6.43E-15  4.23E-15  2.23E-15  1.24E-15  6.24E-16  2.15E-16  8.71E-17
             3.33E-17  8.89E-18  3.20E-18  1.14E-18  2.91E-19  1.03E-19  3.65E-20  9.23E-21  3.27E-21
   168       1.09E-14  7.66E-15  4.73E-15  3.21E-15  2.11E-15  1.11E-15  6.20E-16  3.12E-16  1.07E-16  4.35E-17
             1.67E-17  4.45E-18  1.60E-18  5.72E-19  1.45E-19  5.15E-20  1.82E-20  4.62E-21  1.63E-21
   169       2.40E-14  1.69E-14  1.07E-14  7.53E-15  5.28E-15  3.27E-15  2.23E-15  1.48E-15  7.96E-16  4.59E-16
             2.44E-16  9.24E-17  4.06E-17  1.68E-17  4.91E-18  1.87E-18  6.98E-19  1.84E-19  6.63E-20
   170       4.97E-15  3.47E-15  2.12E-15  1.42E-15  9.07E-16  4.50E-16  2.36E-16  1.12E-16  3.58E-17  1.39E-17
             5.21E-18  1.36E-18  4.88E-19  1.74E-19  4.41E-20  1.56E-20  5.53E-21  1.40E-21  4.95E-22
   171       2.48E-15  1.73E-15  1.06E-15  7.09E-16  4.53E-16  2.25E-16  1.18E-16  5.58E-17  1.79E-17  6.97E-18
             2.60E-18  6.82E-19  2.44E-19  8.69E-20  2.21E-20  7.81E-21  2.76E-21  6.99E-22  2.47E-22
   172       5.73E-15  4.00E-15  2.44E-15  1.64E-15  1.05E-15  5.19E-16  2.73E-16  1.29E-16  4.13E-17  1.61E-17
             6.01E-18  1.57E-18  5.64E-19  2.01E-19  5.09E-20  1.80E-20  6.38E-21  1.61E-21  5.71E-22
   173       2.86E-15  2.00E-15  1.22E-15  8.18E-16  5.23E-16  2.59E-16  1.36E-16  6.43E-17  2.06E-17  8.05E-18
             3.00E-18  7.87E-19  2.82E-19  1.00E-19  2.55E-20  9.01E-21  3.19E-21  8.07E-22  2.85E-22
   174       6.49E-15  4.54E-15  2.77E-15  1.85E-15  1.19E-15  5.88E-16  3.09E-16  1.46E-16  4.68E-17  1.82E-17
             6.81E-18  1.78E-18  6.39E-19  2.27E-19  5.77E-20  2.04E-20  7.23E-21  1.83E-21  6.47E-22
   175       3.25E-15  2.27E-15  1.38E-15  9.27E-16  5.93E-16  2.94E-16  1.54E-16  7.29E-17  2.34E-17  9.12E-18
             3.41E-18  8.92E-19  3.19E-19  1.14E-19  2.89E-20  1.02E-20  3.61E-21  9.14E-22  3.23E-22
   176       4.42E-14  3.12E-14  1.96E-14  1.38E-14  9.56E-15  5.75E-15  3.77E-15  2.34E-15  1.11E-15  5.62E-16
             2.59E-16  8.21E-17  3.20E-17  1.20E-17  3.15E-18  1.13E-18  4.02E-19  1.02E-19  3.62E-20
   177       2.21E-14  1.56E-14  9.81E-15  6.87E-15  4.78E-15  2.87E-15  1.88E-15  1.17E-15  5.53E-16  2.81E-16
             1.30E-16  4.10E-17  1.60E-17  5.99E-18  1.57E-18  5.65E-19  2.01E-19  5.11E-20  1.81E-20
   178       3.41E-14  2.40E-14  1.51E-14  1.06E-14  7.37E-15  4.44E-15  2.91E-15  1.81E-15  8.55E-16  4.35E-16
             2.01E-16  6.36E-17  2.48E-17  9.29E-18  2.44E-18  8.76E-19  3.12E-19  7.93E-20  2.81E-20
   179       1.70E-14  1.20E-14  7.56E-15  5.30E-15  3.68E-15  2.22E-15  1.45E-15  9.04E-16  4.28E-16  2.17E-16
             1.00E-16  3.18E-17  1.24E-17  4.64E-18  1.22E-18  4.38E-19  1.56E-19  3.96E-20  1.40E-20
   180       1.17E-14  8.28E-15  5.23E-15  3.68E-15  2.59E-15  1.60E-15  1.10E-15  7.28E-16  3.93E-16  2.27E-16
             1.21E-16  4.59E-17  2.02E-17  8.36E-18  2.44E-18  9.32E-19  3.47E-19  9.18E-20  3.31E-20
   181       2.12E-21  1.64E-21  1.36E-21  1.51E-21  2.46E-21  8.91E-21  3.22E-20  1.30E-19  8.43E-19  3.06E-18
             8.84E-18  2.34E-17  3.55E-17  4.18E-17  3.62E-17  2.56E-17  1.52E-17  6.12E-18  2.72E-18


 -----------------------------------------
 PRTF= 1  TRMPRT= (3P)  SPNPRT= 3  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       3.38E-12  2.39E-12  1.51E-12  1.07E-12  7.58E-13  4.82E-13  3.44E-13  2.48E-13  1.65E-13  1.27E-13
             1.03E-13  8.59E-14  7.86E-14  6.95E-14  4.95E-14  3.20E-14  1.78E-14  6.77E-15  2.93E-15
     3       3.63E-13  2.57E-13  1.62E-13  1.14E-13  8.02E-14  4.98E-14  3.42E-14  2.30E-14  1.31E-14  8.34E-15
             5.53E-15  3.83E-15  3.31E-15  2.91E-15  2.19E-15  1.55E-15  9.94E-16  4.78E-16  2.49E-16
     4       3.66E-13  2.59E-13  1.63E-13  1.15E-13  8.02E-14  4.91E-14  3.31E-14  2.15E-14  1.13E-14  6.52E-15
             3.69E-15  1.93E-15  1.40E-15  1.11E-15  7.79E-16  5.37E-16  3.34E-16  1.56E-16  7.94E-17
     5       3.33E-13  2.35E-13  1.48E-13  1.04E-13  7.23E-14  4.37E-14  2.90E-14  1.84E-14  9.15E-15  5.01E-15
             2.64E-15  1.19E-15  7.61E-16  5.50E-16  3.64E-16  2.46E-16  1.51E-16  6.90E-17  3.49E-17
     6       2.97E-13  2.09E-13  1.32E-13  9.20E-14  6.37E-14  3.80E-14  2.47E-14  1.53E-14  7.31E-15  3.86E-15
             1.94E-15  8.04E-16  4.72E-16  3.18E-16  2.01E-16  1.33E-16  8.07E-17  3.66E-17  1.84E-17
     7       2.65E-13  1.87E-13  1.17E-13  8.16E-14  5.61E-14  3.30E-14  2.11E-14  1.27E-14  5.86E-15  3.01E-15
             1.46E-15  5.73E-16  3.18E-16  2.04E-16  1.23E-16  8.05E-17  4.84E-17  2.17E-17  1.09E-17
     8       2.38E-13  1.68E-13  1.05E-13  7.28E-14  4.97E-14  2.87E-14  1.80E-14  1.06E-14  4.75E-15  2.38E-15
             1.13E-15  4.25E-16  2.26E-16  1.39E-16  8.09E-17  5.19E-17  3.10E-17  1.38E-17  6.89E-18
     9       2.15E-13  1.52E-13  9.45E-14  6.53E-14  4.43E-14  2.52E-14  1.55E-14  8.99E-15  3.90E-15  1.92E-15
             8.93E-16  3.25E-16  1.67E-16  9.94E-17  5.64E-17  3.57E-17  2.11E-17  9.38E-18  4.67E-18
    10       1.96E-13  1.38E-13  8.58E-14  5.90E-14  3.97E-14  2.23E-14  1.35E-14  7.65E-15  3.24E-15  1.56E-15
             7.17E-16  2.54E-16  1.28E-16  7.40E-17  4.11E-17  2.58E-17  1.51E-17  6.65E-18  3.30E-18
    11       1.80E-13  1.26E-13  7.84E-14  5.37E-14  3.59E-14  1.97E-14  1.18E-14  6.57E-15  2.72E-15  1.29E-15
             5.85E-16  2.04E-16  1.00E-16  5.68E-17  3.09E-17  1.94E-17  1.14E-17  5.03E-18  2.48E-18
    12       1.66E-13  1.17E-13  7.20E-14  4.91E-14  3.25E-14  1.76E-14  1.04E-14  5.68E-15  2.31E-15  1.08E-15
             4.84E-16  1.66E-16  8.00E-17  4.44E-17  2.36E-17  1.46E-17  8.53E-18  3.74E-18  1.85E-18
    13       1.54E-13  1.08E-13  6.65E-14  4.51E-14  2.96E-14  1.58E-14  9.15E-15  4.95E-15  1.97E-15  9.15E-16
             4.06E-16  1.37E-16  6.51E-17  3.55E-17  1.87E-17  1.16E-17  6.70E-18  2.92E-18  1.44E-18
    14       1.44E-13  1.01E-13  6.17E-14  4.16E-14  2.71E-14  1.42E-14  8.14E-15  4.34E-15  1.70E-15  7.82E-16
             3.43E-16  1.14E-16  5.39E-17  2.91E-17  1.51E-17  9.20E-18  5.31E-18  2.31E-18  1.13E-18
    15       1.35E-13  9.39E-14  5.73E-14  3.84E-14  2.48E-14  1.28E-14  7.25E-15  3.81E-15  1.48E-15  6.72E-16
             2.93E-16  9.68E-17  4.50E-17  2.39E-17  1.22E-17  7.42E-18  4.28E-18  1.86E-18  9.15E-19
    16       1.27E-13  8.82E-14  5.36E-14  3.57E-14  2.29E-14  1.17E-14  6.50E-15  3.38E-15  1.29E-15  5.82E-16
             2.52E-16  8.25E-17  3.81E-17  2.00E-17  1.01E-17  6.10E-18  3.51E-18  1.52E-18  7.47E-19
    17       1.13E-13  7.84E-14  4.72E-14  3.11E-14  1.96E-14  9.71E-15  5.29E-15  2.69E-15  1.00E-15  4.46E-16
             1.91E-16  6.15E-17  2.79E-17  1.44E-17  7.13E-18  4.27E-18  2.45E-18  1.05E-18  5.03E-19
    18       1.02E-13  7.04E-14  4.20E-14  2.73E-14  1.69E-14  8.20E-15  4.38E-15  2.19E-15  7.99E-16  3.51E-16
             1.49E-16  4.74E-17  2.13E-17  1.08E-17  5.24E-18  3.12E-18  1.78E-18  7.59E-19  3.59E-19
    19       9.26E-14  6.38E-14  3.77E-14  2.42E-14  1.48E-14  6.98E-15  3.67E-15  1.80E-15  6.48E-16  2.82E-16
             1.18E-16  3.73E-17  1.66E-17  8.31E-18  3.97E-18  2.34E-18  1.33E-18  5.69E-19  2.77E-19
    20       8.13E-14  5.57E-14  3.23E-14  2.04E-14  1.22E-14  5.59E-15  2.87E-15  1.38E-15  4.86E-16  2.09E-16
             8.69E-17  2.70E-17  1.18E-17  5.83E-18  2.73E-18  1.60E-18  9.01E-19  3.84E-19  1.86E-19
    21       6.96E-14  4.72E-14  2.69E-14  1.66E-14  9.65E-15  4.26E-15  2.13E-15  1.01E-15  3.45E-16  1.46E-16
             6.02E-17  1.85E-17  7.98E-18  3.87E-18  1.78E-18  1.03E-18  5.76E-19  2.44E-19  1.17E-19
    22       5.67E-14  3.79E-14  2.09E-14  1.25E-14  7.03E-15  2.97E-15  1.44E-15  6.62E-16  2.21E-16  9.25E-17
             3.76E-17  1.14E-17  4.83E-18  2.30E-18  1.03E-18  5.88E-19  3.27E-19  1.38E-19  6.56E-20
    23       5.03E-14  3.32E-14  1.80E-14  1.05E-14  5.81E-15  2.39E-15  1.14E-15  5.17E-16  1.71E-16  7.07E-17
             2.86E-17  8.56E-18  3.62E-18  1.71E-18  7.53E-19  4.28E-19  2.37E-19  9.90E-20  4.70E-20
    24       4.27E-14  2.78E-14  1.46E-14  8.34E-15  4.47E-15  1.78E-15  8.32E-16  3.71E-16  1.20E-16  4.94E-17
             1.98E-17  5.88E-18  2.46E-18  1.15E-18  4.98E-19  2.80E-19  1.54E-19  6.40E-20  3.01E-20
    25       3.86E-14  2.48E-14  1.28E-14  7.21E-15  3.80E-15  1.49E-15  6.87E-16  3.04E-16  9.75E-17  3.98E-17
             1.59E-17  4.70E-18  1.96E-18  9.04E-19  3.89E-19  2.18E-19  1.20E-19  4.93E-20  2.31E-20
    26       3.35E-14  2.12E-14  1.07E-14  5.87E-15  3.03E-15  1.16E-15  5.27E-16  2.30E-16  7.31E-17  2.97E-17
             1.18E-17  3.46E-18  1.43E-18  6.56E-19  2.79E-19  1.55E-19  8.48E-20  3.47E-20  1.61E-20
    27       2.95E-14  1.84E-14  8.99E-15  4.86E-15  2.46E-15  9.21E-16  4.14E-16  1.79E-16  5.63E-17  2.27E-17
             8.99E-18  2.62E-18  1.08E-18  4.91E-19  2.07E-19  1.14E-19  6.22E-20  2.52E-20  1.16E-20
    28       2.46E-14  1.50E-14  7.11E-15  3.74E-15  1.85E-15  6.76E-16  2.99E-16  1.28E-16  3.97E-17  1.59E-17
             6.26E-18  1.81E-18  7.42E-19  3.34E-19  1.39E-19  7.63E-20  4.12E-20  1.65E-20  7.53E-21
    29       2.02E-14  1.20E-14  5.47E-15  2.81E-15  1.36E-15  4.83E-16  2.11E-16  8.90E-17  2.73E-17  1.09E-17
             4.25E-18  1.22E-18  4.98E-19  2.23E-19  9.13E-20  4.98E-20  2.69E-20  1.10E-20  5.17E-21
    30       1.48E-14  8.50E-15  3.68E-15  1.82E-15  8.54E-16  2.94E-16  1.26E-16  5.23E-17  1.58E-17  6.24E-18
             2.42E-18  6.92E-19  2.79E-19  1.23E-19  4.96E-20  2.68E-20  1.44E-20  5.82E-21  2.70E-21
    31       1.19E-14  6.66E-15  2.79E-15  1.35E-15  6.22E-16  2.10E-16  8.87E-17  3.66E-17  1.09E-17  4.30E-18
             1.66E-18  4.73E-19  1.90E-19  8.32E-20  3.32E-20  1.78E-20  9.49E-21  3.80E-21  1.75E-21
    32       8.65E-15  4.65E-15  1.86E-15  8.75E-16  3.93E-16  1.29E-16  5.40E-17  2.20E-17  6.51E-18  2.54E-18
             9.78E-19  2.76E-19  1.10E-19  4.78E-20  1.88E-20  9.99E-21  5.28E-21  2.08E-21  9.45E-22
    33       6.72E-15  3.52E-15  1.36E-15  6.28E-16  2.78E-16  8.99E-17  3.71E-17  1.50E-17  4.41E-18  1.71E-18
             6.58E-19  1.85E-19  7.35E-20  3.17E-20  1.23E-20  6.52E-21  3.42E-21  1.33E-21  5.96E-22
    34       4.57E-15  2.30E-15  8.56E-16  3.84E-16  1.67E-16  5.27E-17  2.15E-17  8.62E-18  2.51E-18  9.69E-19
             3.70E-19  1.03E-19  4.09E-20  1.75E-20  6.71E-21  3.52E-21  1.85E-21  7.37E-22  3.40E-22
    35       3.35E-15  1.64E-15  5.93E-16  2.62E-16  1.12E-16  3.49E-17  1.41E-17  5.62E-18  1.62E-18  6.24E-19
             2.38E-19  6.62E-20  2.60E-20  1.11E-20  4.21E-21  2.19E-21  1.15E-21  4.52E-22  2.06E-22
    36       2.04E-15  9.63E-16  3.34E-16  1.44E-16  6.04E-17  1.85E-17  7.40E-18  2.92E-18  8.36E-19  3.20E-19
             1.21E-19  3.36E-20  1.31E-20  5.54E-21  2.08E-21  1.07E-21  5.55E-22  2.14E-22  9.62E-23
    37       1.44E-15  6.67E-16  2.26E-16  9.61E-17  3.98E-17  1.21E-17  4.80E-18  1.88E-18  5.36E-19  2.04E-19
             7.72E-20  2.13E-20  8.32E-21  3.49E-21  1.30E-21  6.65E-22  3.41E-22  1.30E-22  5.75E-23
    38       8.43E-16  3.79E-16  1.24E-16  5.20E-17  2.12E-17  6.34E-18  2.50E-18  9.73E-19  2.75E-19  1.04E-19
             3.93E-20  1.08E-20  4.20E-21  1.75E-21  6.43E-22  3.27E-22  1.68E-22  6.57E-23  2.99E-23
    39       5.67E-16  2.50E-16  8.06E-17  3.33E-17  1.35E-17  3.99E-18  1.56E-18  6.06E-19  1.71E-19  6.46E-20
