SEQ='C '     NUCCHG= 6                                                  /LS/

   PARENT TERM INDEXING                 BWNP=   8197449.3   NPRNTI= 2   NPRNTF= 2
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 2.5)        0.0 
     2          2S1 2P2             (4)1( 5.5)    41056.5 

   LS RESOLVED TERM INDEXING            BWNR=   8280378.5   NTRM= 354
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   INDX TE=  1.00E+01  2.00E+01  5.00E+01  1.00E+02  2.00E+02  5.00E+02  1.00E+03  2.00E+03  5.00E+03  1.00E+04
   ---- ---  2.00E+04  5.00E+04  1.00E+05  2.00E+05  5.00E+05  1.00E+06  2.00E+06  5.00E+06  1.00E+07
     1       6.51E-12  4.60E-12  2.91E-12  2.06E-12  1.46E-12  9.27E-13  6.60E-13  4.73E-13  3.11E-13  2.32E-13
             1.79E-13  1.32E-13  1.05E-13  7.88E-14  4.56E-14  2.59E-14  1.30E-14  4.46E-15  1.83E-15
     2       2.53E-12  1.79E-12  1.13E-12  8.01E-13  5.67E-13  3.61E-13  2.57E-13  1.85E-13  1.22E-13  9.26E-14
             7.30E-14  5.67E-14  4.72E-14  3.70E-14  2.24E-14  1.30E-14  6.63E-15  2.31E-15  9.55E-16
     3       3.38E-13  2.39E-13  1.51E-13  1.07E-13  7.58E-14  4.82E-14  3.45E-14  2.49E-14  1.67E-14  1.28E-14
             1.05E-14  8.75E-15  7.75E-15  6.43E-15  4.12E-15  2.46E-15  1.28E-15  4.52E-16  1.88E-16
     5       1.09E-14  7.70E-15  4.89E-15  3.49E-15  2.51E-15  1.67E-15  1.28E-15  1.04E-15  9.30E-16  9.66E-16
             1.07E-15  1.23E-15  1.32E-15  1.34E-15  1.24E-15  1.06E-15  8.02E-16  4.60E-16  2.62E-16
     6       2.97E-15  2.11E-15  1.34E-15  9.55E-16  6.87E-16  4.57E-16  3.51E-16  2.88E-16  2.61E-16  2.77E-16
             3.16E-16  3.78E-16  4.14E-16  4.30E-16  4.06E-16  3.48E-16  2.65E-16  1.52E-16  8.71E-17
     7       5.07E-14  3.58E-14  2.27E-14  1.61E-14  1.14E-14  7.32E-15  5.28E-15  3.89E-15  2.72E-15  2.18E-15
             1.80E-15  1.40E-15  1.11E-15  8.11E-16  4.59E-16  2.61E-16  1.32E-16  4.68E-17  1.95E-17
     8       2.40E-13  1.70E-13  1.08E-13  7.62E-14  5.41E-14  3.47E-14  2.51E-14  1.85E-14  1.30E-14  1.05E-14
             8.69E-15  6.82E-15  5.43E-15  4.00E-15  2.28E-15  1.30E-15  6.59E-16  2.33E-16  9.72E-17
     9       4.43E-14  3.13E-14  1.98E-14  1.41E-14  9.98E-15  6.40E-15  4.63E-15  3.42E-15  2.42E-15  1.96E-15
             1.65E-15  1.31E-15  1.06E-15  7.85E-16  4.49E-16  2.56E-16  1.31E-16  4.63E-17  1.93E-17
    11       3.45E-14  2.45E-14  1.55E-14  1.10E-14  7.86E-15  5.12E-15  3.79E-15  2.94E-15  2.36E-15  2.24E-15
             2.29E-15  2.35E-15  2.20E-15  1.82E-15  1.14E-15  6.80E-16  3.56E-16  1.29E-16  5.42E-17
    12       1.27E-14  8.96E-15  5.68E-15  4.04E-15  2.89E-15  1.89E-15  1.42E-15  1.12E-15  9.46E-16  9.57E-16
             1.05E-15  1.16E-15  1.13E-15  9.57E-16  6.12E-16  3.67E-16  1.93E-16  7.02E-17  2.97E-17
    13       5.50E-16  3.92E-16  2.53E-16  1.86E-16  1.41E-16  1.09E-16  1.04E-16  1.15E-16  1.62E-16  2.18E-16
             2.81E-16  3.52E-16  3.85E-16  3.94E-16  3.67E-16  3.12E-16  2.38E-16  1.37E-16  7.83E-17
    14       9.13E-14  6.45E-14  4.07E-14  2.87E-14  2.01E-14  1.24E-14  8.49E-15  5.63E-15  3.04E-15  1.76E-15
             9.40E-16  3.59E-16  1.59E-16  6.63E-17  1.95E-17  7.42E-18  2.76E-18  7.26E-19  2.61E-19
    15       2.67E-13  1.89E-13  1.19E-13  8.38E-14  5.88E-14  3.64E-14  2.49E-14  1.65E-14  8.93E-15  5.18E-15
             2.77E-15  1.06E-15  4.71E-16  1.96E-16  5.77E-17  2.20E-17  8.19E-18  2.16E-18  7.74E-19
    16       3.58E-13  2.53E-13  1.60E-13  1.12E-13  7.89E-14  4.88E-14  3.34E-14  2.22E-14  1.20E-14  7.01E-15
             3.76E-15  1.45E-15  6.43E-16  2.69E-16  7.92E-17  3.02E-17  1.13E-17  2.97E-18  1.07E-18
    17       1.61E-16  1.15E-16  7.43E-17  5.45E-17  4.14E-17  3.21E-17  3.07E-17  3.45E-17  4.93E-17  6.76E-17
             8.89E-17  1.14E-16  1.26E-16  1.30E-16  1.22E-16  1.04E-16  7.90E-17  4.56E-17  2.61E-17
    18       1.43E-13  1.01E-13  6.39E-14  4.50E-14  3.16E-14  1.96E-14  1.34E-14  8.94E-15  4.87E-15  2.85E-15
             1.54E-15  5.95E-16  2.66E-16  1.11E-16  3.29E-17  1.26E-17  4.69E-18  1.24E-18  4.45E-19
    19       1.11E-13  7.85E-14  4.96E-14  3.49E-14  2.45E-14  1.52E-14  1.04E-14  6.94E-15  3.78E-15  2.21E-15
             1.19E-15  4.62E-16  2.06E-16  8.65E-17  2.56E-17  9.78E-18  3.65E-18  9.61E-19  3.45E-19
    20       4.59E-14  3.24E-14  2.05E-14  1.44E-14  1.01E-14  6.28E-15  4.30E-15  2.87E-15  1.57E-15  9.22E-16
             4.98E-16  1.94E-16  8.66E-17  3.64E-17  1.08E-17  4.13E-18  1.54E-18  4.06E-19  1.46E-19
    21       1.06E-14  7.52E-15  4.76E-15  3.36E-15  2.38E-15  1.51E-15  1.08E-15  7.91E-16  5.63E-16  4.75E-16
             4.26E-16  3.72E-16  3.16E-16  2.45E-16  1.45E-16  8.40E-17  4.33E-17  1.55E-17  6.48E-18
    22       5.12E-14  3.62E-14  2.29E-14  1.62E-14  1.15E-14  7.28E-15  5.22E-15  3.82E-15  2.73E-15  2.32E-15
             2.09E-15  1.84E-15  1.57E-15  1.22E-15  7.22E-16  4.19E-16  2.16E-16  7.72E-17  3.23E-17
    23       9.64E-15  6.82E-15  4.31E-15  3.05E-15  2.16E-15  1.38E-15  9.87E-16  7.24E-16  5.23E-16  4.47E-16
             4.07E-16  3.62E-16  3.10E-16  2.42E-16  1.44E-16  8.35E-17  4.31E-17  1.54E-17  6.46E-18
    24       9.77E-16  6.92E-16  4.40E-16  3.14E-16  2.26E-16  1.50E-16  1.16E-16  9.68E-17  9.47E-17  1.12E-16
             1.43E-16  1.85E-16  1.94E-16  1.73E-16  1.15E-16  7.01E-17  3.73E-17  1.36E-17  5.78E-18
    25       1.28E-14  9.05E-15  5.73E-15  4.07E-15  2.90E-15  1.87E-15  1.38E-15  1.06E-15  8.64E-16  8.40E-16
             8.71E-16  8.87E-16  8.15E-16  6.63E-16  4.08E-16  2.40E-16  1.25E-16  4.50E-17  1.89E-17
    26       4.96E-18  3.52E-18  2.24E-18  1.60E-18  1.15E-18  7.67E-19  5.96E-19  5.12E-19  6.09E-19  1.19E-18
             3.75E-18  2.07E-17  6.32E-17  1.45E-16  2.74E-16  3.17E-16  2.86E-16  1.84E-16  1.09E-16
    27       5.59E-15  3.96E-15  2.51E-15  1.78E-15  1.27E-15  8.28E-16  6.16E-16  4.83E-16  4.08E-16  4.13E-16
             4.45E-16  4.69E-16  4.39E-16  3.61E-16  2.24E-16  1.32E-16  6.90E-17  2.49E-17  1.05E-17
    28       2.77E-18  2.18E-18  1.87E-18  2.08E-18  2.99E-18  6.62E-18  1.34E-17  2.64E-17  5.63E-17  8.68E-17
             1.18E-16  1.51E-16  1.65E-16  1.69E-16  1.57E-16  1.34E-16  1.02E-16  5.84E-17  3.34E-17
    29       5.57E-14  3.94E-14  2.48E-14  1.75E-14  1.23E-14  7.60E-15  5.19E-15  3.44E-15  1.86E-15  1.08E-15
             5.77E-16  2.21E-16  9.78E-17  4.08E-17  1.20E-17  4.56E-18  1.70E-18  4.46E-19  1.60E-19
    30       1.63E-13  1.15E-13  7.27E-14  5.12E-14  3.59E-14  2.22E-14  1.52E-14  1.01E-14  5.48E-15  3.18E-15
             1.70E-15  6.54E-16  2.90E-16  1.21E-16  3.56E-17  1.36E-17  5.05E-18  1.33E-18  4.77E-19
    31       2.23E-13  1.58E-13  9.96E-14  7.02E-14  4.93E-14  3.05E-14  2.09E-14  1.39E-14  7.54E-15  4.39E-15
             2.36E-15  9.06E-16  4.02E-16  1.68E-16  4.94E-17  1.89E-17  7.01E-18  1.85E-18  6.63E-19
    32       3.67E-14  2.59E-14  1.63E-14  1.14E-14  7.94E-15  4.78E-15  3.14E-15  1.96E-15  9.32E-16  4.76E-16
             2.21E-16  7.02E-17  2.75E-17  1.03E-17  2.71E-18  9.73E-19  3.47E-19  8.81E-20  3.12E-20
    33       1.10E-13  7.76E-14  4.88E-14  3.42E-14  2.38E-14  1.43E-14  9.43E-15  5.88E-15  2.79E-15  1.43E-15
             6.62E-16  2.11E-16  8.24E-17  3.09E-17  8.14E-18  2.92E-18  1.04E-18  2.64E-19  9.36E-20
    34       8.38E-19  6.59E-19  5.66E-19  6.31E-19  9.07E-19  2.02E-18  4.12E-18  8.22E-18  1.78E-17  2.79E-17
             3.84E-17  4.97E-17  5.45E-17  5.60E-17  5.21E-17  4.44E-17  3.38E-17  1.95E-17  1.11E-17
    35       1.38E-13  9.74E-14  6.12E-14  4.29E-14  2.99E-14  1.80E-14  1.18E-14  7.39E-15  3.52E-15  1.80E-15
             8.36E-16  2.67E-16  1.04E-16  3.91E-17  1.03E-17  3.70E-18  1.32E-18  3.35E-19  1.19E-19
    36       4.59E-14  3.24E-14  2.04E-14  1.43E-14  9.95E-15  6.00E-15  3.95E-15  2.46E-15  1.17E-15  6.00E-16
             2.79E-16  8.88E-17  3.47E-17  1.30E-17  3.43E-18  1.23E-18  4.39E-19  1.12E-19  3.95E-20
    37       9.06E-14  6.40E-14  4.04E-14  2.85E-14  2.00E-14  1.24E-14  8.50E-15  5.68E-15  3.10E-15  1.81E-15
             9.77E-16  3.78E-16  1.68E-16  7.04E-17  2.08E-17  7.93E-18  2.95E-18  7.78E-19  2.80E-19
    38       7.59E-14  5.36E-14  3.37E-14  2.36E-14  1.64E-14  9.91E-15  6.52E-15  4.07E-15  1.94E-15  9.94E-16
             4.62E-16  1.47E-16  5.76E-17  2.16E-17  5.70E-18  2.04E-18  7.28E-19  1.85E-19  6.56E-20
    39       2.53E-14  1.79E-14  1.12E-14  7.88E-15  5.48E-15  3.30E-15  2.17E-15  1.36E-15  6.47E-16  3.31E-16
             1.54E-16  4.91E-17  1.92E-17  7.21E-18  1.90E-18  6.81E-19  2.43E-19  6.17E-20  2.19E-20
    40       6.94E-14  4.91E-14  3.10E-14  2.18E-14  1.53E-14  9.51E-15  6.52E-15  4.36E-15  2.38E-15  1.40E-15
             7.53E-16  2.92E-16  1.30E-16  5.45E-17  1.61E-17  6.14E-18  2.29E-18  6.02E-19  2.16E-19
    41       2.90E-14  2.05E-14  1.30E-14  9.13E-15  6.42E-15  3.98E-15  2.73E-15  1.83E-15  1.00E-15  5.89E-16
             3.18E-16  1.24E-16  5.52E-17  2.31E-17  6.83E-18  2.61E-18  9.72E-19  2.56E-19  9.21E-20
    42       6.88E-16  4.87E-16  3.09E-16  2.20E-16  1.58E-16  1.04E-16  7.90E-17  6.44E-17  5.96E-17  6.56E-17
             7.62E-17  8.60E-17  8.29E-17  6.94E-17  4.37E-17  2.60E-17  1.36E-17  4.92E-18  2.07E-18
    43       4.94E-15  3.49E-15  2.20E-15  1.55E-15  1.09E-15  6.76E-16  4.71E-16  3.32E-16  2.27E-16  1.91E-16
             1.75E-16  1.59E-16  1.39E-16  1.09E-16  6.54E-17  3.82E-17  1.98E-17  7.08E-18  2.97E-18
    44       2.39E-14  1.69E-14  1.07E-14  7.51E-15  5.28E-15  3.29E-15  2.29E-15  1.62E-15  1.11E-15  9.40E-16
             8.65E-16  7.91E-16  6.90E-16  5.44E-16  3.27E-16  1.91E-16  9.87E-17  3.54E-17  1.49E-17
    45       4.57E-15  3.23E-15  2.04E-15  1.44E-15  1.01E-15  6.29E-16  4.39E-16  3.12E-16  2.16E-16  1.84E-16
             1.70E-16  1.57E-16  1.37E-16  1.08E-16  6.52E-17  3.81E-17  1.97E-17  7.07E-18  2.97E-18
    46       7.54E-15  5.32E-15  3.37E-15  2.38E-15  1.68E-15  1.07E-15  7.68E-16  5.71E-16  4.39E-16  4.14E-16
             4.23E-16  4.24E-16  3.85E-16  3.11E-16  1.91E-16  1.12E-16  5.83E-17  2.10E-17  8.81E-18
    47       3.53E-15  2.49E-15  1.58E-15  1.12E-15  7.92E-16  5.06E-16  3.67E-16  2.77E-16  2.20E-16  2.14E-16
             2.24E-16  2.29E-16  2.11E-16  1.71E-16  1.05E-16  6.20E-17  3.23E-17  1.16E-17  4.89E-18
    48       3.59E-17  2.47E-17  1.44E-17  8.84E-18  4.85E-18  2.55E-18  5.29E-18  1.24E-17  2.86E-17  4.51E-17
             6.19E-17  7.89E-17  8.58E-17  8.75E-17  8.12E-17  6.93E-17  5.27E-17  3.03E-17  1.73E-17
    49       3.33E-14  2.35E-14  1.48E-14  1.05E-14  7.34E-15  4.54E-15  3.10E-15  2.06E-15  1.11E-15  6.44E-16
             3.44E-16  1.32E-16  5.83E-17  2.43E-17  7.12E-18  2.71E-18  1.01E-18  2.65E-19  9.51E-20
    50       9.78E-14  6.90E-14  4.36E-14  3.07E-14  2.15E-14  1.33E-14  9.12E-15  6.06E-15  3.28E-15  1.91E-15
             1.02E-15  3.91E-16  1.73E-16  7.23E-17  2.12E-17  8.08E-18  3.00E-18  7.90E-19  2.84E-19
    51       1.35E-13  9.54E-14  6.02E-14  4.24E-14  2.98E-14  1.85E-14  1.26E-14  8.39E-15  4.55E-15  2.65E-15
             1.42E-15  5.45E-16  2.42E-16  1.01E-16  2.96E-17  1.13E-17  4.19E-18  1.10E-18  3.96E-19
    52       4.04E-14  2.85E-14  1.78E-14  1.24E-14  8.51E-15  4.95E-15  3.10E-15  1.80E-15  7.59E-16  3.51E-16
             1.49E-16  4.31E-17  1.61E-17  5.85E-18  1.51E-18  5.36E-19  1.90E-19  4.82E-20  1.70E-20
    53       1.35E-14  9.49E-15  5.94E-15  4.14E-15  2.84E-15  1.65E-15  1.03E-15  6.00E-16  2.53E-16  1.17E-16
             4.95E-17  1.44E-17  5.35E-18  1.95E-18  5.02E-19  1.79E-19  6.34E-20  1.61E-20  5.68E-21
    54       5.20E-14  3.66E-14  2.29E-14  1.60E-14  1.09E-14  6.37E-15  3.99E-15  2.32E-15  9.75E-16  4.51E-16
             1.91E-16  5.54E-17  2.07E-17  7.52E-18  1.94E-18  6.89E-19  2.44E-19  6.19E-20  2.19E-20
    55       1.73E-14  1.22E-14  7.64E-15  5.32E-15  3.65E-15  2.12E-15  1.33E-15  7.72E-16  3.25E-16  1.50E-16
             6.37E-17  1.85E-17  6.88E-18  2.51E-18  6.46E-19  2.30E-19  8.15E-20  2.06E-20  7.31E-21
    56       6.35E-14  4.47E-14  2.80E-14  1.95E-14  1.34E-14  7.78E-15  4.87E-15  2.83E-15  1.19E-15  5.51E-16
             2.33E-16  6.77E-17  2.52E-17  9.19E-18  2.37E-18  8.42E-19  2.99E-19  7.57E-20  2.68E-20
    57       2.12E-14  1.49E-14  9.34E-15  6.50E-15  4.46E-15  2.59E-15  1.62E-15  9.43E-16  3.97E-16  1.84E-16
             7.78E-17  2.26E-17  8.41E-18  3.06E-18  7.89E-19  2.81E-19  9.96E-20  2.52E-20  8.93E-21
    58       3.22E-14  2.27E-14  1.43E-14  1.00E-14  6.96E-15  4.20E-15  2.76E-15  1.72E-15  8.17E-16  4.17E-16
             1.93E-16  6.15E-17  2.40E-17  9.01E-18  2.37E-18  8.51E-19  3.03E-19  7.71E-20  2.73E-20
    59       9.66E-14  6.81E-14  4.28E-14  3.00E-14  2.09E-14  1.26E-14  8.28E-15  5.16E-15  2.45E-15  1.25E-15
             5.80E-16  1.84E-16  7.21E-17  2.70E-17  7.12E-18  2.55E-18  9.10E-19  2.31E-19  8.19E-20
    60       1.11E-17  7.62E-18  4.43E-18  2.73E-18  1.50E-18  7.94E-19  1.67E-18  3.94E-18  9.24E-18  1.47E-17
             2.03E-17  2.61E-17  2.85E-17  2.91E-17  2.70E-17  2.31E-17  1.76E-17  1.01E-17  5.77E-18
    61       1.22E-13  8.58E-14  5.40E-14  3.79E-14  2.63E-14  1.59E-14  1.05E-14  6.52E-15  3.11E-15  1.59E-15
             7.36E-16  2.34E-16  9.17E-17  3.44E-17  9.06E-18  3.25E-18  1.16E-18  2.94E-19  1.04E-19
    62       4.05E-14  2.86E-14  1.80E-14  1.26E-14  8.77E-15  5.29E-15  3.48E-15  2.17E-15  1.03E-15  5.29E-16
             2.45E-16  7.81E-17  3.05E-17  1.15E-17  3.02E-18  1.08E-18  3.86E-19  9.81E-20  3.47E-20
    63       5.54E-14  3.91E-14  2.47E-14  1.74E-14  1.22E-14  7.58E-15  5.20E-15  3.47E-15  1.89E-15  1.11E-15
             5.94E-16  2.29E-16  1.02E-16  4.26E-17  1.25E-17  4.77E-18  1.77E-18  4.67E-19  1.68E-19
    64       6.71E-14  4.73E-14  2.98E-14  2.09E-14  1.45E-14  8.77E-15  5.77E-15  3.60E-15  1.72E-15  8.78E-16
             4.07E-16  1.30E-16  5.07E-17  1.90E-17  5.01E-18  1.80E-18  6.41E-19  1.63E-19  5.77E-20
    65       2.24E-14  1.58E-14  9.93E-15  6.96E-15  4.84E-15  2.92E-15  1.92E-15  1.20E-15  5.72E-16  2.92E-16
             1.36E-16  4.32E-17  1.69E-17  6.34E-18  1.67E-18  5.99E-19  2.14E-19  5.43E-20  1.92E-20
    66       4.23E-14  2.99E-14  1.89E-14  1.33E-14  9.35E-15  5.80E-15  3.98E-15  2.66E-15  1.45E-15  8.51E-16
             4.58E-16  1.77E-16  7.88E-17  3.29E-17  9.69E-18  3.69E-18  1.37E-18  3.62E-19  1.30E-19
    67       1.78E-14  1.26E-14  7.95E-15  5.60E-15  3.94E-15  2.45E-15  1.68E-15  1.12E-15  6.16E-16  3.61E-16
             1.95E-16  7.53E-17  3.35E-17  1.40E-17  4.13E-18  1.58E-18  5.86E-19  1.54E-19  5.54E-20
    68       5.05E-16  3.57E-16  2.26E-16  1.61E-16  1.14E-16  7.40E-17  5.47E-17  4.26E-17  3.63E-17  3.75E-17
             4.11E-17  4.38E-17  4.09E-17  3.36E-17  2.08E-17  1.23E-17  6.41E-18  2.31E-18  9.73E-19
    69       3.02E-15  2.13E-15  1.34E-15  9.41E-16  6.56E-16  4.00E-16  2.72E-16  1.85E-16  1.20E-16  9.93E-17
             9.11E-17  8.40E-17  7.39E-17  5.85E-17  3.52E-17  2.06E-17  1.07E-17  3.83E-18  1.61E-18
    70       1.47E-14  1.04E-14  6.54E-15  4.59E-15  3.20E-15  1.95E-15  1.33E-15  9.07E-16  5.93E-16  4.91E-16
             4.52E-16  4.19E-16  3.69E-16  2.92E-16  1.76E-16  1.03E-16  5.34E-17  1.92E-17  8.05E-18
    71       2.84E-15  2.00E-15  1.26E-15  8.85E-16  6.17E-16  3.77E-16  2.57E-16  1.76E-16  1.16E-16  9.66E-17
             8.95E-17  8.33E-17  7.35E-17  5.83E-17  3.52E-17  2.06E-17  1.07E-17  3.83E-18  1.61E-18
    72       5.28E-15  3.73E-15  2.36E-15  1.66E-15  1.17E-15  7.28E-16  5.10E-16  3.65E-16  2.63E-16  2.39E-16
             2.38E-16  2.35E-16  2.12E-16  1.71E-16  1.04E-16  6.11E-17  3.17E-17  1.14E-17  4.80E-18
    73       2.57E-15  1.81E-15  1.15E-15  8.08E-16  5.69E-16  3.58E-16  2.53E-16  1.83E-16  1.36E-16  1.26E-16
             1.28E-16  1.28E-16  1.17E-16  9.42E-17  5.76E-17  3.39E-17  1.76E-17  6.33E-18  2.66E-18
    74       7.99E-17  5.54E-17  3.31E-17  2.13E-17  1.27E-17  5.24E-18  3.40E-18  6.15E-18  1.62E-17  2.64E-17
             3.65E-17  4.64E-17  5.04E-17  5.13E-17  4.72E-17  4.01E-17  3.04E-17  1.75E-17  1.00E-17
    75       2.11E-14  1.49E-14  9.40E-15  6.62E-15  4.65E-15  2.87E-15  1.96E-15  1.30E-15  7.00E-16  4.05E-16
             2.16E-16  8.25E-17  3.65E-17  1.52E-17  4.46E-18  1.70E-18  6.31E-19  1.66E-19  5.96E-20
    76       6.21E-14  4.38E-14  2.77E-14  1.95E-14  1.37E-14  8.46E-15  5.78E-15  3.84E-15  2.08E-15  1.20E-15
             6.42E-16  2.46E-16  1.09E-16  4.53E-17  1.33E-17  5.07E-18  1.89E-18  4.96E-19  1.78E-19
    77       8.61E-14  6.08E-14  3.84E-14  2.70E-14  1.90E-14  1.18E-14  8.03E-15  5.34E-15  2.89E-15  1.68E-15
             8.96E-16  3.43E-16  1.52E-16  6.33E-17  1.86E-17  7.08E-18  2.63E-18  6.93E-19  2.49E-19
    78       4.60E-14  3.24E-14  2.03E-14  1.41E-14  9.70E-15  5.64E-15  3.53E-15  2.05E-15  8.64E-16  4.00E-16
             1.69E-16  4.90E-17  1.83E-17  6.65E-18  1.71E-18  6.09E-19  2.16E-19  5.48E-20  1.94E-20
    79       1.53E-14  1.08E-14  6.77E-15  4.71E-15  3.23E-15  1.88E-15  1.18E-15  6.84E-16  2.88E-16  1.33E-16
             5.64E-17  1.63E-17  6.09E-18  2.22E-18  5.71E-19  2.03E-19  7.20E-20  1.83E-20  6.46E-21
    80       5.92E-14  4.17E-14  2.61E-14  1.82E-14  1.25E-14  7.25E-15  4.54E-15  2.64E-15  1.11E-15  5.14E-16
             2.17E-16  6.30E-17  2.35E-17  8.55E-18  2.20E-18  7.83E-19  2.78E-19  7.04E-20  2.49E-20
    81       1.97E-14  1.39E-14  8.70E-15  6.06E-15  4.16E-15  2.42E-15  1.51E-15  8.80E-16  3.70E-16  1.71E-16
             7.25E-17  2.10E-17  7.83E-18  2.85E-18  7.34E-19  2.61E-19  9.26E-20  2.35E-20  8.31E-21
    82       7.23E-14  5.10E-14  3.19E-14  2.22E-14  1.52E-14  8.86E-15  5.55E-15  3.23E-15  1.36E-15  6.28E-16
             2.66E-16  7.70E-17  2.87E-17  1.04E-17  2.69E-18  9.58E-19  3.40E-19  8.61E-20  3.05E-20
    83       2.41E-14  1.70E-14  1.06E-14  7.41E-15  5.08E-15  2.95E-15  1.85E-15  1.08E-15  4.53E-16  2.09E-16
             8.86E-17  2.57E-17  9.57E-18  3.48E-18  8.97E-19  3.19E-19  1.13E-19  2.87E-20  1.02E-20
    84       2.39E-14  1.69E-14  1.06E-14  7.45E-15  5.18E-15  3.12E-15  2.05E-15  1.28E-15  6.06E-16  3.09E-16
             1.43E-16  4.54E-17  1.77E-17  6.64E-18  1.75E-18  6.27E-19  2.23E-19  5.68E-20  2.01E-20
    85       7.18E-14  5.07E-14  3.19E-14  2.24E-14  1.55E-14  9.37E-15  6.15E-15  3.83E-15  1.82E-15  9.27E-16
             4.29E-16  1.36E-16  5.32E-17  1.99E-17  5.24E-18  1.88E-18  6.70E-19  1.70E-19  6.03E-20
    86       2.09E-14  1.47E-14  9.16E-15  6.31E-15  4.25E-15  2.36E-15  1.40E-15  7.54E-16  2.85E-16  1.22E-16
             4.86E-17  1.34E-17  4.87E-18  1.75E-18  4.47E-19  1.58E-19  5.61E-20  1.42E-20  5.03E-21
    87       6.98E-15  4.91E-15  3.05E-15  2.10E-15  1.42E-15  7.87E-16  4.66E-16  2.51E-16  9.49E-17  4.06E-17
             1.62E-17  4.45E-18  1.62E-18  5.83E-19  1.49E-19  5.28E-20  1.87E-20  4.74E-21  1.68E-21
    88       2.56E-14  1.80E-14  1.12E-14  7.72E-15  5.20E-15  2.89E-15  1.71E-15  9.22E-16  3.48E-16  1.49E-16
             5.93E-17  1.63E-17  5.95E-18  2.14E-18  5.46E-19  1.94E-19  6.86E-20  1.74E-20  6.14E-21
    89       8.53E-15  6.00E-15  3.73E-15  2.57E-15  1.73E-15  9.62E-16  5.69E-16  3.07E-16  1.16E-16  4.97E-17
             1.98E-17  5.44E-18  1.98E-18  7.12E-19  1.82E-19  6.46E-20  2.29E-20  5.79E-21  2.05E-21
    90       3.02E-14  2.13E-14  1.32E-14  9.12E-15  6.14E-15  3.41E-15  2.02E-15  1.09E-15  4.11E-16  1.76E-16
             7.01E-17  1.93E-17  7.03E-18  2.53E-18  6.45E-19  2.29E-19  8.11E-20  2.05E-20  7.26E-21
    91       1.01E-14  7.09E-15  4.41E-15  3.04E-15  2.05E-15  1.14E-15  6.73E-16  3.63E-16  1.37E-16  5.87E-17
             2.34E-17  6.43E-18  2.34E-18  8.42E-19  2.15E-19  7.63E-20  2.70E-20  6.84E-21  2.42E-21
    92       2.50E-17  1.73E-17  1.04E-17  6.68E-18  3.96E-18  1.64E-18  1.08E-18  1.98E-18  5.29E-18  8.68E-18
             1.20E-17  1.54E-17  1.68E-17  1.71E-17  1.57E-17  1.33E-17  1.01E-17  5.84E-18  3.34E-18
    93       9.08E-14  6.41E-14  4.03E-14  2.83E-14  1.97E-14  1.19E-14  7.80E-15  4.86E-15  2.31E-15  1.18E-15
             5.46E-16  1.74E-16  6.78E-17  2.54E-17  6.69E-18  2.40E-18  8.55E-19  2.17E-19  7.70E-20
    94       3.03E-14  2.14E-14  1.34E-14  9.42E-15  6.55E-15  3.95E-15  2.60E-15  1.62E-15  7.70E-16  3.93E-16
             1.82E-16  5.79E-17  2.26E-17  8.47E-18  2.23E-18  8.00E-19  2.85E-19  7.25E-20  2.57E-20
    95       3.55E-14  2.51E-14  1.58E-14  1.12E-14  7.84E-15  4.86E-15  3.33E-15  2.22E-15  1.21E-15  7.04E-16
             3.78E-16  1.45E-16  6.44E-17  2.69E-17  7.89E-18  3.01E-18  1.12E-18  2.95E-19  1.06E-19
    96       5.02E-14  3.54E-14  2.23E-14  1.56E-14  1.09E-14  6.55E-15  4.31E-15  2.69E-15  1.28E-15  6.53E-16
             3.03E-16  9.62E-17  3.76E-17  1.41E-17  3.71E-18  1.33E-18  4.74E-19  1.20E-19  4.27E-20
    97       1.67E-14  1.18E-14  7.42E-15  5.20E-15  3.62E-15  2.18E-15  1.44E-15  8.96E-16  4.26E-16  2.18E-16
             1.01E-16  3.21E-17  1.25E-17  4.69E-18  1.24E-18  4.43E-19  1.58E-19  4.01E-20  1.42E-20
    98       2.72E-14  1.92E-14  1.21E-14  8.55E-15  6.01E-15  3.73E-15  2.56E-15  1.71E-15  9.31E-16  5.43E-16
             2.92E-16  1.12E-16  4.98E-17  2.08E-17  6.12E-18  2.33E-18  8.68E-19  2.28E-19  8.20E-20
    99       1.15E-14  8.12E-15  5.12E-15  3.61E-15  2.54E-15  1.58E-15  1.08E-15  7.24E-16  3.95E-16  2.31E-16
             1.24E-16  4.79E-17  2.13E-17  8.88E-18  2.61E-18  9.96E-19  3.71E-19  9.75E-20  3.50E-20
   100       3.97E-16  2.81E-16  1.78E-16  1.26E-16  8.90E-17  5.66E-17  4.07E-17  3.04E-17  2.38E-17  2.31E-17
             2.43E-17  2.50E-17  2.30E-17  1.86E-17  1.14E-17  6.74E-18  3.51E-18  1.26E-18  5.31E-19
   101       2.08E-15  1.47E-15  9.22E-16  6.44E-16  4.46E-16  2.67E-16  1.78E-16  1.18E-16  7.35E-17  5.93E-17
             5.40E-17  5.00E-17  4.41E-17  3.50E-17  2.11E-17  1.23E-17  6.39E-18  2.29E-18  9.63E-19
